,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
4548,25 Spicer Street Beaumaris VIC 3193,1050.0,"[-37.9771021, 145.0485406]",4,2,2,House,Belle Property Sandringham,3193,"[235.37295753, 248.26570741, 287.57692229]"
4549,5/310 Beach Road Black Rock VIC 3193,480.0,"[-37.9768951, 145.0168932]",2,1,1,Apartment / Unit / Flat,Buxton Real Estate Sandringham,3193,"[182.24704925, 220.70695551, 317.09302339]"
4550,28b Hornby Street Beaumaris VIC 3193,1100.0,"[-37.9802926, 145.0276564]",5,2,4,House,Marshall White Stonnington,3193,"[412.34742103, 415.88805068, 417.60365856]"
4551,1A Erowal Street Beaumaris VIC 3193,1300.0,"[-37.9711151, 145.0366339]",4,2,2,Townhouse,Belle Property Sandringham,3193,"[768.96149251, 775.43833893, 800.90978947]"
4552,4 Waratah Avenue Beaumaris VIC 3193,600.0,"[-37.9783644, 145.0306703]",3,1,3,House,Belle Property Sandringham,3193,"[136.97177068, 158.11233045, 241.94638547]"
4553,2/5 O`Connor Street Black Rock VIC 3193,600.0,"[-37.96586, 145.015575]",3,1,2,Apartment / Unit / Flat,  Gary Peer,3193,"[239.09170044, 243.95725032, 263.38764345]"
4554,11-13 Tibbles Street Beaumaris VIC 3193,895.0,"[-37.9723213, 145.0373265]",4,2,2,House,Buxton Real Estate Sandringham,3193,"[657.72000712, 666.48029788, 678.62708518]"
4555,41B Arkaringa Crescent Black Rock VIC 3193,1150.0,"[-37.9694931, 145.0181917]",3,2,3,Townhouse,Buxton Real Estate Brighton,3193,"[79.00631268, 80.39124947, 245.93558256]"
4556,4/31 Bayview Crescent Black Rock VIC 3193,700.0,"[-37.9683301, 145.0163982]",2,2,2,Townhouse,Buxton Real Estate Sandringham,3193,"[125.37614198, 180.61258978, 183.86406045]"
4557,41 Alfred Street Beaumaris VIC 3193,450.0,"[-37.976744, 145.053186]",2,1,2,House,Buxton Real Estate Mentone,3193,"[352.6310486, 363.39905838, 401.47702026]"
4558,278 Beach Road Black Rock VIC 3193,1150.0,"[-37.9731115, 145.0144394]",4,3,2,House,Jellis Craig Brighton,3193,"[198.64411252, 201.24320641, 202.5714422]"
4559,6 Rosemary Rd Beaumaris VIC 3193,1100.0,"[-37.9811405, 145.0401434]",4,3,2,House,Hodges Real Estate Sandringham,3193,"[323.25442842, 328.64644597, 330.29840921]"
4560,19 Iona Street Black Rock VIC 3193,1850.0,"[-37.973172, 145.0166374]",4,2,3,House,Belle Property Sandringham,3193,"[46.48340198, 59.44487194, 101.70005084]"
4561,425B Beach Road Beaumaris VIC 3193,1295.0,"[-37.9937063, 145.0334204]",4,2,3,Townhouse,Buxton Real Estate Sandringham,3193,"[1722.61271269, 1749.02967393, 1800.20351344]"
4562,8/56 Red Bluff St Black Rock VIC 3193,595.0,"[-37.9631456, 145.0174126]",2,1,2,House,Hodges Real Estate Sandringham,3193,"[120.43013432, 156.86420116, 177.84057665]"
4563,3A White Street Beaumaris VIC 3193,850.0,"[-37.989345, 145.033221]",3,3,2,Townhouse,Longview Real Estate,3193,"[1244.86907821, 1270.17348523, 1316.57284955]"
4564,3/12 Llewellyn Street Beaumaris VIC 3193,425.0,"[-37.972895, 145.052737]",2,1,2,Apartment / Unit / Flat,Barry Plant Bayside,3193,"[675.69442059, 701.55420148, 704.6349286]"
4565,26 Eliza Street Black Rock VIC 3193,1000.0,"[-37.9649515, 145.0148699]",4,2,2,House,Buxton Hampton East,3193,"[309.54770577, 311.4201883, 355.88062426]"
4566,2/3 Third Street Black Rock VIC 3193,450.0,"[-37.979036, 145.020049]",2,1,2,Apartment / Unit / Flat,Nick Johnstone Real Estate,3193,"[331.66230038, 347.20932632, 373.90645548]"
4567,46-48 Wells Road Beaumaris VIC 3193,2500.0,"[-37.9837637, 145.0499964]",5,3,2,House,Buxton Real Estate Mentone,3193,"[469.34801322, 484.43536789, 538.21715921]"
4568,7 Bonanza Road Beaumaris VIC 3193,2000.0,"[-37.980529, 145.0519862]",5,3,4,House,Zed Real Estate,3193,"[172.71128809, 184.95022315, 186.09798291]"
4569,4 Towers Street Beaumaris VIC 3193,0.0,"[-37.9753774, 145.0499729]",3,1,4,House,Property Now,3193,"[446.57049964, 460.61400175, 463.1256706]"
4570,1 Coles Court Beaumaris VIC 3193,430.0,"[-37.9794762, 145.0469474]",2,1,0,House,Jacotine Property Group Pty Ltd,3193,"[72.66571268, 76.74530514, 169.65113591]"
4571,7/1 Coles Court Beaumaris VIC 3193,430.0,"[-37.9794457, 145.0467831]",2,1,0,Apartment / Unit / Flat,Jacotine Property Group Pty Ltd,3193,"[85.33410024, 87.87457221, 155.22211672]"
4572,12/30 Swanston Street Mentone VIC 3194,320.0,"[-37.978503, 145.0663289]",1,1,1,Apartment / Unit / Flat,   Gary Peer,3194,"[53.61922577, 123.0155508, 216.51091128]"
4573,508/7 Balcombe Rd Mentone VIC 3194,350.0,"[-37.9821559, 145.070335]",1,1,1,Apartment / Unit / Flat,   Gary Peer,3194,"[124.61588696, 395.22192763, 396.69693887]"
4574,37 Beach Road Mentone VIC 3194,900.0,"[-37.9856825, 145.0524109]",3,2,2,House,Belle Property Mentone,3194,"[645.22317435, 659.36877985, 700.37864333]"
4575,1/57 Milan Street Mentone VIC 3194,440.0,"[-37.983389, 145.060079]",2,1,2,Apartment / Unit / Flat,Belle Property Mentone,3194,"[123.20899495, 178.48978677, 211.91060613]"
4576,1/71 Collins Street Mentone VIC 3194,470.0,"[-37.9794478, 145.060514]",2,1,2,Apartment / Unit / Flat,Hodges Real Estate Beaumaris,3194,"[264.09059038, 313.79762644, 320.05631697]"
4577,2/47 Albenca Street Mentone VIC 3194,300.0,"[-37.9774345, 145.0742551]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Mentone,3194,"[219.89513196, 584.18988208, 659.74474558]"
4578,13/5 Phillip Street Mentone VIC 3194,410.0,"[-37.9758663, 145.0616123]",2,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3194,"[325.480813, 387.07686658, 473.64482924]"
4579,1/39 Flinders Street Mentone VIC 3194,525.0,"[-37.9759345, 145.0593941]",2,2,1,Apartment / Unit / Flat,Ray White Cheltenham,3194,"[509.7683817, 514.27969217, 518.14002692]"
4580,6/94 Beach Road Mentone VIC 3194,320.0,"[-37.9911093, 145.064606]",1,1,1,Apartment / Unit / Flat,Ray White Cheltenham,3194,"[359.90174481, 584.06293907, 595.39633111]"
4581,32 Patty Street Mentone VIC 3194,500.0,"[-37.9774825, 145.0579943]",4,1,2,House,Ray White Cheltenham,3194,"[317.2608505, 332.97545989, 444.23488389]"
4582,2/6 Neville Street Mentone VIC 3194,370.0,"[-37.9787987, 145.0699668]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[211.76262296, 333.07380435, 336.58162771]"
4583,503/7 Balcombe Road Mentone VIC 3194,480.0,"[-37.9821559, 145.070335]",2,2,1,Apartment / Unit / Flat,Inner Real Estate NEXTRE,3194,"[124.61588696, 395.22192763, 396.69693887]"
4584,3B Rimmer Street Mentone VIC 3194,900.0,"[-37.9754901, 145.0596956]",4,3,2,Townhouse,Ray White Carnegie,3194,"[461.65253829, 485.99579848, 564.81964663]"
4585,6/30 Collins Street Mentone VIC 3194,420.0,"[-37.9797042, 145.0568138]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Mentone,3194,"[83.7195203, 106.15777921, 253.89052558]"
4586,3/82 Lower Dandenong Road Mentone VIC 3194,430.0,"[-37.9836021, 145.0829838]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[726.42725926, 753.33556978, 759.2486395]"
4587,21a Albenca Street Mentone VIC 3194,625.0,"[-37.9797083, 145.073652]",3,2,2,Townhouse,Barry Plant Bayside,3194,"[418.89516905, 462.41104837, 550.85866202]"
4588,1/39 Milan Street Mentone VIC 3194,385.0,"[-37.984766, 145.059807]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[275.03628449, 310.0418303, 323.86655135]"
4589,9/7 Venice Street Mentone VIC 3194,395.0,"[-37.9852479, 145.0613212]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[305.82198408, 327.42890567, 351.64744637]"
4590,8/70 Beach Road Mentone VIC 3194,320.0,"[-37.9885199, 145.0598679]",1,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[690.46718827, 691.62025095, 712.269751]"
4591,1/7 Como Parade East Mentone VIC 3194,310.0,"[-37.9838877, 145.0671488]",1,1,3,Apartment / Unit / Flat,Barry Plant Bayside,3194,"[62.98340431, 81.10390111, 169.03178923]"
4592,2/5 Phillip Street Mentone VIC 3194,450.0,"[-37.9758663, 145.0616123]",2,1,1,Townhouse,Longview Real Estate,3194,"[325.480813, 387.07686658, 473.64482924]"
4593,15/42-44 Bourke Street Mentone VIC 3194,530.0,"[-37.9749735, 145.056644]",3,1,1,Apartment / Unit / Flat,OBrien Real Estate Mentone,3194,"[593.06438351, 602.48974266, 604.97419062]"
4594,23 Chicquita Circuit Mentone VIC 3194,590.0,"[-37.979484, 145.0763308]",3,2,1,Townhouse,Belle Property Mentone,3194,"[510.4762743, 686.90216543, 773.48026107]"
4595,1/27 Swanston Street Mentone VIC 3194,650.0,"[-37.97853, 145.065629]",3,1,2,House,Hodges Mentone/Chelsea,3194,"[79.24781244, 183.55339938, 210.36192542]"
4596,1/109 Collins Street Mentone VIC 3194,1280.0,"[-37.9800554, 145.0665012]",4,3,2,Townhouse,OBrien Real Estate Mentone,3194,"[69.66845013, 148.4152142, 226.53873047]"
4597,2b Virginia Court Mentone VIC 3194,280.0,"[-37.9822858, 145.0919194]",1,1,1,Apartment / Unit / Flat,OBrien Real Estate Mentone,3194,"[1091.73966061, 1098.58231349, 1100.64696506]"
4598,2/113 Warrigal Road Mentone VIC 3194,385.0,"[-37.9790343, 145.0717434]",2,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3194,"[336.76104615, 368.92117823, 380.37568451]"
4599,8/164 Warrigal Road Mentone VIC 3194,290.0,"[-37.977751, 145.0725535]",1,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3194,"[188.56728028, 431.32588434, 537.04722551]"
4600,29B Swanston Street Mentone VIC 3194,505.0,"[-37.978348, 145.065913]",3,1,1,Townhouse,Ray White Mordialloc,3194,"[47.46676878, 155.81746817, 229.7000972]"
4601,8/80 Collins Street Mentone VIC 3194,300.0,"[-37.9803269, 145.0621598]",1,1,1,Apartment / Unit / Flat,Bayside Beaches Real Estate Pty Ltd,3194,"[241.98879389, 245.79280427, 252.28357991]"
4602,35 Bundora Parade Mentone VIC 3194,650.0,"[-37.9815425, 145.0929535]",3,1,2,House,Greg Hocking Bayside Living ,3194,"[1207.16363294, 1211.65681853, 1212.04376172]"
4603,2/222 Balcombe Road Mentone VIC 3194,360.0,"[-37.9802868, 145.0580795]",2,1,1,Apartment / Unit / Flat,Metropole Properties Melbourne,3194,"[31.61808907, 82.31560472, 210.63093972]"
4604,6/8 Salmon Street Mentone VIC 3194,560.0,"[-37.97915, 145.0627538]",2,2,1,Townhouse,Full House Realty,3194,"[306.44514928, 309.52005973, 327.43373872]"
4605,109/135 Lower Dandenong Road Mentone VIC 3194,365.0,"[-37.98362789999999, 145.08606]",1,1,1,Apartment / Unit / Flat,RPG Real Estate Pty Ltd,3194,"[746.62295433, 773.84061571, 778.66195745]"
4606,8/1-3 Venice Street Mentone VIC 3194,450.0,"[-37.985332, 145.06078]",2,1,1,Apartment / Unit / Flat,Greg Hocking Bayside Living ,3194,"[330.63460129, 346.67527136, 355.83320689]"
4607,3/8 Anderson Court Mentone VIC 3194,420.0,"[-37.9789662, 145.0598904]",2,1,1,Apartment / Unit / Flat,Maitland Group,3194,"[243.41148156, 288.7615926, 353.35814249]"
4608,9/84 Latrobe Street Mentone VIC 3194,300.0,"[-37.9747846, 145.062883]",1,1,1,Apartment / Unit / Flat,Keen Real Estate,3194,"[209.37481385, 232.28336144, 466.23506351]"
4609,1/21 Palermo Street Mentone VIC 3194,760.0,"[-37.98952269999999, 145.0673028]",3,2,2,House,Lewin Real Estate Pty Ltd,3194,"[117.49134768, 293.21925866, 301.52825026]"
4610,3/26 Bourke Street Mentone VIC 3194,380.0,"[-37.9765985, 145.0566169]",1,1,1,Apartment / Unit / Flat,Greg Hocking Bayside Living ,3194,"[425.459305, 425.74843407, 432.60343638]"
4611,3/25 Barkly Street Mordialloc VIC 3195,700.0,"[-38.0007088, 145.0875676]",3,2,2,Villa,Buxton Oakleigh,3195,"[42.88200881, 51.12233449, 276.66183895]"
4612,1/25 John Street Mordialloc VIC 3195,400.0,"[-38.0043288, 145.083733]",2,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[368.76790653, 377.63265725, 386.70382338]"
4613,106/5 Bear Street Mordialloc VIC 3195,360.0,"[-38.0064548, 145.0886663]",1,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[45.10995938, 100.91885086, 101.25782141]"
4614,1/3 McIntosh Court Aspendale Gardens VIC 3195,410.0,"[-38.0199305, 145.117355]",2,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[99.07470434, 136.86074595, 316.90689509]"
4615,4/2 Woods Avenue Mordialloc VIC 3195,360.0,"[-38.0033742, 145.0942799]",1,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[433.06413602, 442.62694375, 537.81861149]"
4616,3/219 Como Parade East Parkdale VIC 3195,300.0,"[-37.9953407, 145.0798937]",1,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[313.25284678, 364.46641016, 405.97294337]"
4617,3 Crown Avenue Mordialloc VIC 3195,580.0,"[-38.0068172, 145.0935567]",3,1,1,House,Ray White Mordialloc,3195,"[332.04093219, 342.87333643, 348.4915109]"
4618,58 Elliot Street Mordialloc VIC 3195,760.0,"[-37.9971393, 145.096009]",3,2,2,Townhouse,Ray White Mordialloc,3195,"[350.37442406, 365.16673235, 410.91904716]"
4619,8/13 Barkly Street Mordialloc VIC 3195,480.0,"[-37.9995039, 145.0878136]",2,1,2,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[166.76507896, 182.18145801, 280.13066229]"
4620,64 Eulinga Avenue Aspendale VIC 3195,1000.0,"[-38.0141624, 145.1004835]",3,2,1,Townhouse,Ray White Mordialloc,3195,"[601.97749426, 628.11880567, 629.25395756]"
4621,G03/55-57 Barkly Street Mordialloc VIC 3195,430.0,"[-38.0028878, 145.0880846]",1,1,1,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[157.27934936, 160.44144611, 195.6368354]"
4622,4 Hyland Street Mordialloc VIC 3195,780.0,"[-38.0029647, 145.1025197]",4,2,2,House,Ray White Mordialloc,3195,"[518.20287541, 534.41691951, 693.3403927]"
4623,19 Reys Close Mordialloc VIC 3195,1100.0,"[-38.0033438, 145.1032092]",5,3,2,House,Ray White Mordialloc,3195,"[484.76721279, 500.86542334, 644.45873647]"
4624,4/114 Warren Road Mordialloc VIC 3195,425.0,"[-37.9911236, 145.094027]",2,1,2,Apartment / Unit / Flat,Ray White Mordialloc,3195,"[332.51449696, 342.3609232, 522.32364435]"
4625,203/131 Parkers Road Parkdale VIC 3195,460.0,"[-37.9930407, 145.0774659]",2,1,1,Apartment / Unit / Flat,Belle Property Mentone,3195,"[27.60865657, 67.10849756, 99.54373335]"
4626,7/3 Manikato Avenue Mordialloc VIC 3195,480.0,"[-38.0002921, 145.0952157]",2,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3195,"[357.94704582, 368.01724073, 396.68415126]"
4627,2/19 Belle Crescent Mordialloc VIC 3195,495.0,"[-37.993315, 145.0944032]",2,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3195,"[200.96139783, 207.91848439, 380.93658264]"
4628,4/40a Antibes Street Parkdale VIC 3195,350.0,"[-37.9928163, 145.0721019]",2,1,1,Apartment / Unit / Flat,Hodges Mentone/Chelsea,3195,"[297.70310851, 304.94274552, 348.15624013]"
4629,7/45 Parkers Road Parkdale VIC 3195,300.0,"[-37.9956123, 145.076063]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Mentone,3195,"[272.68715855, 283.40836324, 284.98651757]"
4630,A/19 Elm Grove Parkdale VIC 3195,1100.0,"[-37.994951, 145.0803029]",4,3,2,Townhouse,Buxton Real Estate Dingley Village,3195,"[311.4951838, 368.1037473, 410.67196065]"
4631,101/10 Warrigal Road Parkdale VIC 3195,360.0,"[-37.9931413, 145.0697965]",1,1,1,Apartment / Unit / Flat,Longview Real Estate,3195,"[363.66133568, 457.77225537, 486.86237636]"
4632,1 Beluga Street Waterways VIC 3195,680.0,"[-38.0121853, 145.1389414]",4,2,2,House,Ray White Patterson Lakes,3195,"[382.01167424, 394.92056025, 439.08946526]"
4633,5/84 Warrigal Road Parkdale VIC 3195,425.0,"[-37.9858135, 145.0712544]",2,1,1,Apartment / Unit / Flat,Eview Group - Australia,3195,"[240.41256038, 245.37641509, 256.50172394]"
4634,4/18 White Street Mordialloc VIC 3195,450.0,"[-37.9988066, 145.0865766]",1,1,2,Apartment / Unit / Flat,Barry Plant Bayside,3195,"[269.56730025, 279.39990612, 411.91423005]"
4635,3/52 Bear Street Mordialloc VIC 3195,700.0,"[-38.0047134, 145.0948443]",4,2,1,Townhouse,Barry Plant Bayside,3195,"[535.17717343, 543.48064706, 547.78192924]"
4636,8/6 Bear Street Mordialloc VIC 3195,625.0,"[-38.00684469999999, 145.0889033]",3,2,2,Apartment / Unit / Flat,Advantage Property Consulting,3195,"[85.25768448, 118.2897101, 135.31874756]"
4637,37/103 Barkly Mordialloc VIC 3195,460.0,"[-38.00681489999999, 145.0904563]",2,1,1,Apartment / Unit / Flat,Cubbi,3195,"[203.61659892, 207.28004258, 217.99703461000001]"
4638,4/25 Ti-Tree Grove East Parkdale VIC 3195,500.0,"[-37.9959239, 145.0756096]",2,1,1,Apartment / Unit / Flat,Seascape RE,3195,"[316.65453432, 322.77498924, 325.97022001]"
4639,1/178 Nepean Highway Aspendale VIC 3195,750.0,"[-38.0298143, 145.1025197]",5,2,2,Townhouse,Barry Plant Bayside,3195,"[288.17540729, 340.32545896, 343.01085543]"
4640,5/163 Parkers Road Parkdale VIC 3195,325.0,"[-37.9918227, 145.0790801]",1,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3195,"[148.99641253, 153.94282676, 217.02997476]"
4641,108/90 White Street Mordialloc VIC 3195,475.0,"[-38.0003946, 145.0970255]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3195,"[505.20716105, 516.64913267, 554.38327478]"
4642,3/35 Bay Street Parkdale VIC 3195,450.0,"[-38.00114, 145.0810381]",2,1,1,Apartment / Unit / Flat,RentBetter,3195,"[590.11103225, 601.2141587, 717.10669536]"
4643,3/1 Peter Avenue Parkdale VIC 3195,410.0,"[-37.9964667, 145.0814614]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Mentone,3195,"[498.82766925, 550.32024301, 591.61870535]"
4644,6/11 Bay Street Parkdale VIC 3195,850.0,"[-38.00308, 145.0810804]",3,2,2,House,Ray White Carnegie,3195,"[624.52028424, 635.12678982, 639.28159923]"
4645,3/26 Olive Grove Parkdale VIC 3195,420.0,"[-37.9843288, 145.0797593]",2,1,1,Apartment / Unit / Flat,Jellis Craig Bentleigh,3195,"[703.44002365, 714.50000736, 755.27948517]"
4646,3/3 Lincoln Parade Aspendale VIC 3195,575.0,"[-38.026886, 145.103123]",2,1,1,Townhouse,Barry Plant Bayside,3195,"[95.76863805, 106.68510609, 116.21900252]"
4647,9 Inlet Street Aspendale VIC 3195,750.0,"[-38.0191767, 145.0995032]",4,3,2,House,Eview Group - Australia,3195,"[786.7242081, 799.88614637, 868.06077197]"
4648,1/11 Bay Street Parkdale VIC 3195,795.0,"[-38.00308, 145.0810804]",3,2,2,Townhouse,Ray White Carnegie,3195,"[624.52028424, 635.12678982, 639.28159923]"
4649,4/2a Keefer Street Mordialloc VIC 3195,410.0,"[-37.98574000000001, 145.0965881]",2,1,1,Apartment / Unit / Flat,Longview Real Estate,3195,"[968.60221503, 978.38087601, 1005.19550029]"
4650,7/14 Gipps Avenue Mordialloc VIC 3195,415.0,"[-38.0084869, 145.0946977]",2,1,2,Apartment / Unit / Flat,Ray White Cheltenham,3195,"[122.33634219, 137.78517981, 225.59686637]"
4651,5/8-10 Turakina Avenue Edithvale VIC 3196,350.0,"[-38.0401336, 145.107998]",1,1,1,Apartment / Unit / Flat,Buxton Real Estate Dingley Village,3196,"[175.22428963, 191.71574595, 229.12166479]"
4652,6 Stayner Street Chelsea VIC 3196,460.0,"[-38.045501, 145.119689]",2,1,1,House, Gary Peer,3196,"[527.50560675, 540.51848837, 589.54198773]"
4653,1/59 Argyle Avenue Chelsea VIC 3196,460.0,"[-38.053546, 145.125261]",3,1,2,Apartment / Unit / Flat,OBrien Real Estate Chelsea,3196,"[737.07649472, 743.83033783, 751.05377778]"
4654,24 Cannes Avenue Bonbeach VIC 3196,580.0,"[-38.0639396, 145.1230777]",4,1,4,House,OBrien Real Estate Chelsea,3196,"[309.81341631, 327.23791486, 334.47467339]"
4655,4/53 Bondi Road Bonbeach VIC 3196,650.0,"[-38.0616537, 145.1249312]",3,2,2,Townhouse,OBrien Real Estate Chelsea,3196,"[597.14370232, 621.27966835, 627.66885867]"
4656,1/12 Berwen Street Chelsea VIC 3196,660.0,"[-38.0482546, 145.1121301]",3,1,1,House,Hodges Mentone/Chelsea,3196,"[210.44691163, 215.31650127, 347.06635358]"
4657,72 Scotch Parade Bonbeach VIC 3196,630.0,"[-38.0596809, 145.1312693]",3,2,1,Townhouse,OBrien Real Estate Chelsea,3196,"[1170.15010092, 1186.07201536, 1193.67883064]"
4658,6 Troy Street Bonbeach VIC 3196,600.0,"[-38.0594548, 145.1266123]",4,2,0,House,OBrien Real Estate Chelsea,3196,"[876.60575211, 903.11711966, 909.1272438]"
4659,2/29 Bondi Road Bonbeach VIC 3196,430.0,"[-38.062228, 145.123017]",2,1,1,House,Eview Group - Australia,3196,"[439.30909823, 469.2063566, 474.42653625]"
4660,4/59 Woodbine Grove Chelsea VIC 3196,350.0,"[-38.0524006, 145.1246646]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3196,"[696.83771832, 704.05323925, 711.57237809]"
4661,9 Chelbara Court Chelsea VIC 3196,420.0,"[-38.045591, 145.120858]",2,1,1,Apartment / Unit / Flat,Barry Plant Bayside,3196,"[623.30076282, 637.25477651, 692.56688249]"
4662,1A Donald Grove Chelsea VIC 3196,470.0,"[-38.0474986, 145.1159228]",3,1,2,Apartment / Unit / Flat,Hockingstuart Frankston,3196,"[180.28622284, 199.8143977, 362.7534475]"
4663,10 Elsie Grove Chelsea VIC 3196,370.0,"[-38.0447009, 145.1141126]",2,1,2,House,Barry Plant Bayside,3196,"[113.67895709, 129.79430425, 243.86568766]"
4664,4/43 York Street Bonbeach VIC 3196,360.0,"[-38.0601022, 145.1245433]",2,1,1,Townhouse,Barry Plant Bayside,3196,"[709.73789937, 740.42984517, 745.53559108]"
4665,15a Foy Avenue Chelsea VIC 3196,700.0,"[-38.0471108, 145.1114405]",2,1,0,Townhouse,Barry Plant Bayside,3196,"[207.32126784, 223.19846922, 251.51021413]"
4666,4/48 Church Road Carrum VIC 3197,675.0,"[-38.0814044, 145.1295004]",3,2,1,Townhouse,Buxton Oakleigh,3197,"[493.71073574, 518.02951251, 590.10864673]"
