,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
8240,4 Sunline Avenue Noble Park North VIC 3174,460.0,"[-37.9627299, 145.1919423]",3,2,1,Townhouse,Raine & Horne Springvale,3174,"{'distance': 786.5, 'duration': 93.5}","{'distance': 1000.3, 'duration': 124.4}","{'distance': 2043.3, 'duration': 226.3}","{'distance': 32061.3, 'duration': 1830.4}"
8241,1017 Heatherton Road Noble Park VIC 3174,340.0,"[-37.9636101, 145.16395]",2,1,0,House,Raine & Horne Springvale,3174,"{'distance': 1205.4, 'duration': 173.0}","{'distance': 1137.2, 'duration': 97.3}","{'distance': 1765.7, 'duration': 207.1}","{'distance': 34777.7, 'duration': 2059.6}"
8242,8/1 Somers Street Noble Park VIC 3174,275.0,"[-37.9592941, 145.1650496]",1,1,1,Apartment / Unit / Flat,Coronis Casey,3174,"{'distance': 1551.8, 'duration': 173.9}","{'distance': 1421.5, 'duration': 162.2}","{'distance': 1650.2, 'duration': 212.0}","{'distance': 35062.0, 'duration': 2124.5}"
8243,4/33 Corrigan Road Noble Park VIC 3174,290.0,"[-37.950702, 145.171743]",2,1,1,Apartment / Unit / Flat,Buy Sell Rent Property Group,3174,"{'distance': 1480.6, 'duration': 112.6}","{'distance': 3393.9, 'duration': 305.3}","{'distance': 1526.4, 'duration': 174.6}","{'distance': 31522.1, 'duration': 1955.7}"
8244,6/34-42 Hanna Street Noble Park VIC 3174,380.0,"[-37.9771224, 145.1886686]",2,1,1,Apartment / Unit / Flat,Sovereign Properties,3174,"{'distance': 1210.6, 'duration': 142.5}","{'distance': 1474.2, 'duration': 143.0}","{'distance': 486.7, 'duration': 54.5}","{'distance': 34155.7, 'duration': 2033.6}"
8245,1/47 Oakwood Avenue Dandenong North VIC 3175,400.0,"[-37.9627421, 145.2003116]",2,1,2,Apartment / Unit / Flat,Ray White Oakleigh,3175,"{'distance': 2112.2, 'duration': 202.1}","{'distance': 795.2, 'duration': 112.1}","{'distance': 3227.6, 'duration': 314.4}","{'distance': 33387.0, 'duration': 1939.0}"
8246,2/24 Power Street Dandenong VIC 3175,399.0,"[-37.9904832, 145.2237414]",3,2,2,Apartment / Unit / Flat,Ray White Oakleigh,3175,"{'distance': 1005.1, 'duration': 155.4}","{'distance': 1121.3, 'duration': 139.2}","{'distance': 1494.8, 'duration': 169.9}","{'distance': 35065.2, 'duration': 2131.5}"
8247,1559 Heatherton Road Dandenong North VIC 3175,380.0,"[-37.9704189, 145.2214434]",3,1,2,House,ASL Real Estate,3175,"{'distance': 836.2, 'duration': 132.7}","{'distance': 1369.7, 'duration': 127.4}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 32748.1, 'duration': 1871.6}"
8248,33 Kandra Street Dandenong North VIC 3175,550.0,"[-37.959843, 145.2019942]",4,2,2,House,Melvic Real Estate,3175,"{'distance': 1827.3, 'duration': 299.8}","{'distance': 1552.4, 'duration': 198.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 34154.4, 'duration': 2031.5}"
8249,4/3 Stud Road Dandenong North VIC 3175,280.0,"[-37.98456669999999, 145.2205264]",2,1,0,Apartment / Unit / Flat,Stockdale & Leggo Dandenong,3175,"{'distance': 637.9, 'duration': 90.5}","{'distance': 891.9, 'duration': 127.4}","{'distance': 1326.3, 'duration': 167.2}","{'distance': 34125.3, 'duration': 1992.9}"
8250,14 Boronia Avenue Dandenong North VIC 3175,390.0,"[-37.9624685, 145.2022082]",3,1,0,House,Stockdale & Leggo Dandenong,3175,"{'distance': 1092.5, 'duration': 161.0}","{'distance': 783.8, 'duration': 130.2}","{'distance': 3520.0, 'duration': 363.8}","{'distance': 33679.5, 'duration': 1988.3}"
8251,1471 HEATHERTON ROAD Dandenong North VIC 3175,470.0,"[-37.9695348, 145.2127808]",3,1,2,House,Stockdale & Leggo Dandenong,3175,"{'distance': 1601.7, 'duration': 203.1}","{'distance': 604.3, 'duration': 57.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 33513.6, 'duration': 1942.0}"
8252,183 Rawdon Hill Drive Dandenong North VIC 3175,500.0,"[-37.9522241, 145.2074305]",4,2,1,House,Barry Plant Rowville,3175,"{'distance': 248.3, 'duration': 59.6}","{'distance': 1797.8, 'duration': 166.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 30956.3, 'duration': 1961.5}"
8253,2/4 Seventh Avenue Dandenong VIC 3175,400.0,"[-37.9795054, 145.2048103]",2,1,1,House,Harcourts Asap Group,3175,"{'distance': 1000.2, 'duration': 126.5}","{'distance': 1735.2, 'duration': 190.9}","{'distance': 3238.4, 'duration': 289.5}","{'distance': 33342.1, 'duration': 1959.9}"
8254,2/48 Loch Road Dandenong North VIC 3175,300.0,"[-37.9602098, 145.2221447]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 646.0, 'duration': 155.0}","{'distance': 2647.2, 'duration': 299.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 32165.2, 'duration': 1888.2}"
8255,2/35 Sarona Street Dandenong VIC 3175,400.0,"[-37.9855848, 145.2259855]",2,1,2,Apartment / Unit / Flat,Harcourts Asap Group,3175,"{'distance': 822.3, 'duration': 111.5}","{'distance': 1304.4, 'duration': 171.9}","{'distance': 1678.0, 'duration': 202.6}","{'distance': 34603.4, 'duration': 2081.4}"
8256,4/29 Potter Street Dandenong VIC 3175,280.0,"[-37.9829684, 145.2056615]",0,1,0,Studio,Seascape RE,3175,"{'distance': 323.7, 'duration': 51.6}","{'distance': 1058.7, 'duration': 116.0}","{'distance': 1252.7, 'duration': 154.0}","{'distance': 34084.2, 'duration': 2016.6}"
8257,9/38 Princes Highway Dandenong VIC 3175,270.0,"[-37.9827411, 145.2129966]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 385.7, 'duration': 69.8}","{'distance': 483.9, 'duration': 73.3}","{'distance': 1293.0, 'duration': 155.1}","{'distance': 34453.5, 'duration': 2045.5}"
8258,18 Napier Street Dandenong VIC 3175,440.0,"[-37.9842143, 145.2070853]",3,1,1,House,Hall & Partners First National Dandenong,3175,"{'distance': 641.1, 'duration': 102.8}","{'distance': 1376.0, 'duration': 167.3}","{'distance': 1199.9, 'duration': 174.6}","{'distance': 34432.3, 'duration': 2070.3}"
8259,2/12 New Street Dandenong VIC 3175,380.0,"[-37.9892094, 145.2199331]",2,2,1,Apartment / Unit / Flat,Barry Plant Noble Park,3175,"{'distance': 801.0, 'duration': 134.1}","{'distance': 674.4, 'duration': 84.0}","{'distance': 1047.9, 'duration': 114.6}","{'distance': 34762.3, 'duration': 2084.0}"
8260,28 Steven Street Dandenong VIC 3175,470.0,"[-37.9917199, 145.2007862]",3,2,2,House,Del Real Estate,3175,"{'distance': 469.5, 'duration': 74.4}","{'distance': 1516.5, 'duration': 195.2}","{'distance': 1108.8, 'duration': 144.6}","{'distance': 36048.1, 'duration': 2018.5}"
8261,2/3 Easterleigh Court Dandenong VIC 3175,345.0,"[-37.9701078, 145.2097173]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3175,"{'distance': 1955.1, 'duration': 232.2}","{'distance': 684.3, 'duration': 66.4}","{'distance': 3516.5, 'duration': 348.4}","{'distance': 33129.9, 'duration': 1946.7}"
8262,5/60 Potter Street Dandenong VIC 3175,290.0,"[-37.97994, 145.207197]",2,1,1,Apartment / Unit / Flat,Ray White Dandenong,3175,"{'distance': 660.2, 'duration': 86.6}","{'distance': 1395.1, 'duration': 151.0}","{'distance': 1589.2, 'duration': 188.9}","{'distance': 33811.2, 'duration': 2053.5}"
8263,56 Barbara Avenue Dandenong North VIC 3175,300.0,"[-37.96317459999999, 145.1986722]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 2145.0, 'duration': 207.1}","{'distance': 951.6, 'duration': 129.8}","{'distance': 3260.3, 'duration': 319.4}","{'distance': 33419.8, 'duration': 1944.0}"
8264,6/23 Close Avenue Dandenong VIC 3175,310.0,"[-37.98268059999999, 145.2085955]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 175.6, 'duration': 42.2}","{'distance': 1057.8, 'duration': 144.0}","{'distance': 1593.5, 'duration': 192.7}","{'distance': 34077.6, 'duration': 2031.4}"
8265,2/23 Close Avenue Dandenong VIC 3175,330.0,"[-37.98268059999999, 145.2085955]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 175.6, 'duration': 42.2}","{'distance': 1057.8, 'duration': 144.0}","{'distance': 1593.5, 'duration': 192.7}","{'distance': 34077.6, 'duration': 2031.4}"
8266,5/9 Rhoden Court Dandenong North VIC 3175,310.0,"[-37.9549329, 145.2095311]",2,1,1,Apartment / Unit / Flat,Ray White Dandenong,3175,"{'distance': 1318.2, 'duration': 192.5}","{'distance': 1644.5, 'duration': 154.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 31107.7, 'duration': 1973.0}"
8267,4 Cheam Street Dandenong North VIC 3175,83.08,"[-37.9630027, 145.2238277]",3,1,1,House,Biggin & Scott Dandenong,3175,"{'distance': 905.7, 'duration': 130.6}","{'distance': 2253.9, 'duration': 205.5}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 31771.9, 'duration': 1793.8}"
8268,24 Blaxland Drive Dandenong North VIC 3175,460.0,"[-37.9404035, 145.204626]",4,1,2,House,Century 21 Wilson Pride,3175,"{'distance': 309.6, 'duration': 74.3}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 28942.7, 'duration': 1806.8}"
8269,4 Jeffrey Street Dandenong North VIC 3175,485.0,"[-37.9680346, 145.2160171]",3,1,4,House,Century 21 Wilson Pride,3175,"{'distance': 1596.1, 'duration': 245.2}","{'distance': 1115.4, 'duration': 136.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 33294.2, 'duration': 1963.9}"
8270,9/104 Railway Parade Dandenong VIC 3175,340.0,"[-37.98107299999999, 145.19749]",2,1,2,House,Harcourts Asap Group,3175,"{'distance': 1002.9, 'duration': 104.3}","{'distance': 2263.0, 'duration': 252.0}","{'distance': 1973.6, 'duration': 163.9}","{'distance': 33996.5, 'duration': 2025.3}"
8271,18/55 Clow Street Dandenong VIC 3175,280.0,"[-37.9851117, 145.2193829]",2,1,1,Apartment / Unit / Flat,Barry Plant Noble Park,3175,"{'distance': 396.2, 'duration': 45.1}","{'distance': 650.2, 'duration': 82.0}","{'distance': 1459.3, 'duration': 163.8}","{'distance': 34334.9, 'duration': 2032.3}"
8272,2/35 Carlton Road Dandenong North VIC 3175,300.0,"[-37.959577, 145.210917]",2,1,1,Apartment / Unit / Flat,Century 21 Wilson Pride,3175,"{'distance': 245.5, 'duration': 58.9}","{'distance': 1304.2, 'duration': 158.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 33832.2, 'duration': 2016.7}"
8273,3/10 Canberra Avenue Dandenong VIC 3175,300.0,"[-37.9954258, 145.2075599]",2,1,1,House,Ray White Dandenong,3175,"{'distance': 757.6, 'duration': 146.4}","{'distance': 1425.8, 'duration': 202.4}","{'distance': 1167.7, 'duration': 156.0}","{'distance': 36493.4, 'duration': 2109.8}"
8274,9 Bruce Street Dandenong VIC 3175,450.0,"[-37.9778764, 145.2173979]",3,1,4,House,Ray White Dandenong,3175,"{'distance': 170.2, 'duration': 18.9}","{'distance': 1217.5, 'duration': 152.4}","{'distance': 2026.6, 'duration': 234.2}","{'distance': 33869.7, 'duration': 1990.7}"
8275,38 Riddell Street Dandenong North VIC 3175,360.0,"[-37.9499239, 145.2133849]",3,2,1,House,Hall & Partners First National Dandenong,3175,"{'distance': 170.3, 'duration': 40.9}","{'distance': 3250.5, 'duration': 370.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 30691.8, 'duration': 2042.2}"
8276,5A Wilma Avenue Dandenong VIC 3175,380.0,"[-37.983861, 145.201834]",3,1,2,Apartment / Unit / Flat,Barry Plant Noble Park,3175,"{'distance': 861.7, 'duration': 107.5}","{'distance': 1488.2, 'duration': 170.9}","{'distance': 1039.1, 'duration': 123.6}","{'distance': 33911.2, 'duration': 2023.3}"
8277,1/53 Boyd Street Dandenong VIC 3175,440.0,"[-37.9652398, 145.2173112]",3,2,1,Villa,Hall & Partners First National Dandenong,3175,"{'distance': 1119.3, 'duration': 176.4}","{'distance': 1367.8, 'duration': 144.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 32774.0, 'duration': 1883.7}"
8278,2/92 Railway Parade Dandenong VIC 3175,275.0,"[-37.9820917, 145.1983124]",1,1,1,Apartment / Unit / Flat,Century 21 Team Dandenong,3175,"{'distance': 884.4, 'duration': 96.2}","{'distance': 1943.0, 'duration': 192.1}","{'distance': 2125.2, 'duration': 174.8}","{'distance': 33863.4, 'duration': 2015.5}"
8279,2/98 Herbert Street Dandenong VIC 3175,345.0,"[-37.98211999999999, 145.222177]",3,1,1,Apartment / Unit / Flat,Hall & Partners First National Dandenong,3175,"{'distance': 1045.9, 'duration': 126.9}","{'distance': 1299.9, 'duration': 163.8}","{'distance': 1734.4, 'duration': 203.6}","{'distance': 33866.3, 'duration': 1974.3}"
8280,28 Willum Way Dandenong VIC 3175,550.0,"[-37.9979877, 145.1982839]",5,2,2,House,Century 21 Team Dandenong,3175,"{'distance': 163.3, 'duration': 23.5}","{'distance': 2495.0, 'duration': 381.1}","{'distance': 2087.3, 'duration': 330.5}","{'distance': 37026.6, 'duration': 2204.5}"
8281,49 Carlton Road Dandenong North VIC 3175,420.0,"[-37.9596981, 145.2123925]",3,1,1,House,Harcourts Asap Group,3175,"{'distance': 384.4, 'duration': 87.7}","{'distance': 1147.7, 'duration': 184.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 33566.0, 'duration': 2004.2}"
8282,42A Boyd Street Dandenong North VIC 3175,340.0,"[-37.9669211, 145.2174177]",2,1,1,Apartment / Unit / Flat,Elite Agents & Partners,3175,"{'distance': 1279.9, 'duration': 221.4}","{'distance': 1361.3, 'duration': 174.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 32934.6, 'duration': 1928.7}"
8283,1/7 Koonalda Grove Dandenong North VIC 3175,380.0,"[-37.9672334, 145.200225]",3,1,1,Apartment / Unit / Flat,Del Real Estate,3175,"{'distance': 1022.9, 'duration': 155.8}","{'distance': 245.4, 'duration': 34.4}","{'distance': 2684.2, 'duration': 294.3}","{'distance': 32297.7, 'duration': 1892.6}"
8284,2/73 Boyd Street Dandenong North VIC 3175,380.0,"[-37.9646501, 145.214852]",2,1,1,Apartment / Unit / Flat,Del Real Estate,3175,"{'distance': 693.9, 'duration': 155.0}","{'distance': 1153.2, 'duration': 130.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 32865.3, 'duration': 1905.6}"
8285,10 Rose Avenue Dandenong North VIC 3175,410.0,"[-37.9622231, 145.2010451]",3,1,6,House,Century 21 Wilson Pride,3175,"{'distance': 2275.1, 'duration': 220.7}","{'distance': 849.5, 'duration': 119.6}","{'distance': 3390.4, 'duration': 333.0}","{'distance': 33549.9, 'duration': 1957.6}"
8286,7/21 Close Avenue Dandenong VIC 3175,280.0,"[-37.9827533, 145.2088112]",2,1,1,Apartment / Unit / Flat,Hall & Partners First National Dandenong,3175,"{'distance': 254.0, 'duration': 55.5}","{'distance': 837.9, 'duration': 116.2}","{'distance': 1373.7, 'duration': 165.0}","{'distance': 34115.2, 'duration': 2025.1}"
8287,14/15 Hutton Street Dandenong VIC 3175,275.0,"[-37.9874697, 145.2087896]",2,1,1,Apartment / Unit / Flat,Ray White Noble Park,3175,"{'distance': 1075.2, 'duration': 172.3}","{'distance': 937.9, 'duration': 161.1}","{'distance': 468.8, 'duration': 85.7}","{'distance': 36335.2, 'duration': 2075.1}"
8288,32-34 Doveton Avenue Eumemmerring VIC 3177,350.0,"[-37.9998889, 145.2495975]",3,1,1,House,Stockdale & Leggo Dandenong,3177,"{'distance': 106.2, 'duration': 25.5}","{'distance': 1699.1, 'duration': 239.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37660.0, 'duration': 2094.4}"
8289,2/53 Tristana Street Doveton VIC 3177,495.0,"[-37.9908884, 145.2423862]",4,1,3,House,Ray White Dandenong,3177,"{'distance': 1229.9, 'duration': 146.8}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35990.6, 'duration': 2093.8}"
8290,22A Banksia Street Doveton VIC 3177,480.0,"[-37.9803729, 145.2378109]",3,2,2,House,Harcourts Asap Group,3177,"{'distance': 643.3, 'duration': 154.4}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 34820.2, 'duration': 2030.9}"
8291,43/21 Kingfisher Drive Doveton VIC 3177,80.77,"[-37.9758067, 145.2370151]",2,1,1,Apartment / Unit / Flat,Biggin & Scott Dandenong,3177,"{'distance': 266.9, 'duration': 59.2}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35365.7, 'duration': 2169.5}"
8292,5 Prunus Grove Doveton VIC 3177,350.0,"[-37.9969177, 145.2405733]",3,1,2,House,Harcourts Asap Group,3177,"{'distance': 338.3, 'duration': 81.2}","{'distance': 3001.0, 'duration': 304.0}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36634.8, 'duration': 2181.9}"
8293,5 Claredale Road Doveton VIC 3177,360.0,"[-37.9972258, 145.2282727]",3,1,0,House,Hall & Partners First National Dandenong,3177,"{'distance': 275.8, 'duration': 36.6}","{'distance': 1804.1, 'duration': 195.3}","{'distance': 2177.6, 'duration': 225.9}","{'distance': 37138.4, 'duration': 2187.9}"
8294,10 Laburnum Grove Doveton VIC 3177,380.0,"[-37.9903764, 145.2481272]",3,1,0,House,Harcourts Asap Group,3177,"{'distance': 524.3, 'duration': 72.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36529.7, 'duration': 2168.5}"
8295,1/1 Apple Court Doveton VIC 3177,450.0,"[-37.9869065, 145.2409618]",3,2,2,Apartment / Unit / Flat,Harcourts Asap Group,3177,"{'distance': 712.0, 'duration': 111.7}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35278.4, 'duration': 2054.8}"
8296,7 Catalpa Street Doveton VIC 3177,330.0,"[-37.9934, 145.2360845]",3,1,2,House,Harcourts Asap Group,3177,"{'distance': 158.0, 'duration': 47.3}","{'distance': 2658.3, 'duration': 314.6}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36143.2, 'duration': 2150.0}"
8297,1/11 Catalpa Street Doveton VIC 3177,400.0,"[-37.9933567, 145.2357392]",4,1,2,House,Century 21 Team Dandenong,3177,"{'distance': 188.6, 'duration': 54.6}","{'distance': 2627.8, 'duration': 307.3}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36173.8, 'duration': 2157.4}"
8298,5/144 Kidds Road Doveton VIC 3177,310.0,"[-37.9868594, 145.2370789]",2,1,1,Apartment / Unit / Flat,Hall & Partners First National Dandenong,3177,"{'distance': 14.3, 'duration': 3.4}","{'distance': 2233.0, 'duration': 240.7}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35596.6, 'duration': 2067.8}"
8299,5 Cootamundra Street Doveton VIC 3177,430.0,"[-37.9823741, 145.2366024]",4,1,2,House,Harcourts Asap Group,3177,"{'distance': 778.1, 'duration': 152.8}","{'distance': 2654.7, 'duration': 362.1}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35140.9, 'duration': 2107.9}"
8300,104 Power Road Doveton VIC 3177,330.0,"[-37.9898357, 145.2387173]",3,1,1,House,Stockdale & Leggo Dandenong,3177,"{'distance': 526.0, 'duration': 78.2}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 35555.3, 'duration': 2055.2}"
8301,1/22 Photinia Street Doveton VIC 3177,360.0,"[-37.992095, 145.2353508]",3,1,2,Apartment / Unit / Flat,Harcourts Asap Group,3177,"{'distance': 336.7, 'duration': 90.2}","{'distance': 2673.0, 'duration': 318.2}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36132.9, 'duration': 2147.0}"
8302,6 Privet Court Doveton VIC 3177,410.0,"[-37.9823729, 145.2374657]",3,1,1,Villa,Hall & Partners First National Dandenong,3177,"{'distance': 613.0, 'duration': 109.5}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 34911.7, 'duration': 2052.8}"
8303,19 Waygara Street Eumemmerring VIC 3177,410.0,"[-37.998641, 145.2488448]",3,1,2,House,For Sale By Owner Australia,3177,"{'distance': 312.3, 'duration': 62.4}","{'distance': 2363.9, 'duration': 257.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37866.1, 'duration': 2131.3}"
8304,24 Waygara Street Eumemmerring VIC 3177,550.0,"[-37.9991087, 145.2492496]",3,2,2,House,LJ Hooker Dandenong,3177,"{'distance': 269.7, 'duration': 57.3}","{'distance': 2321.2, 'duration': 252.8}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 37823.4, 'duration': 2126.2}"
8305,3/13 Cyprus Street Eumemmerring VIC 3177,460.0,"[-37.9955066, 145.2525303]",3,1,2,Townhouse,LJ Hooker Dandenong,3177,"{'distance': 717.1, 'duration': 133.5}","{'distance': 2209.8, 'duration': 217.9}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 39317.1, 'duration': 2208.2}"
8306,7 Magnolia Grove Doveton VIC 3177,340.0,"[-37.9940403, 145.2373362]",3,1,2,House,LJ Hooker Dandenong,3177,"{'distance': 131.8, 'duration': 41.0}","{'duration': '0.0', 'distance': '0.0'}","{'duration': '0.0', 'distance': '0.0'}","{'distance': 36334.4, 'duration': 2134.2}"
