,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
6860,7 Turkeith Crescent Croydon North VIC 3136,530,"[-37.766939, 145.2907003]",3,1,2,House,McGrath Croydon,3136.0
6861,3 Hanwell Court Croydon North VIC 3136,650,"[-37.7744793, 145.2807676]",4,2,2,House,McGrath Croydon,3136.0
6862,4/88-90 Lincoln Road Croydon VIC 3136,450,"[-37.7882371, 145.2944557]",3,1,2,Apartment / Unit / Flat,Ray White Croydon,3136.0
6863,3/16 Arundel Street Croydon VIC 3136,650.00,"[-37.785407, 145.270361]",3,2,2,Townhouse,Jellis Craig Ringwood,3136.0
6864,1/16 Arundel Street Croydon VIC 3136,650.00,"[-37.785407, 145.270361]",3,2,2,Townhouse,Jellis Craig Ringwood,3136.0
6865,1/67 Surrey Road East Croydon VIC 3136,495,"[-37.7902958, 145.2909936]",3,1,−,House,Philip Webb Mitcham,3136.0
6866,19 Strathfield Place Croydon VIC 3136,700,"[-37.7914633, 145.2601716]",4,2,2,House,Noel Jones Ringwood & Croydon,3136.0
6867,4/300-308 Mount Dandenong Road Croydon VIC 3136,380,"[-37.799881, 145.289186]",2,1,2,Apartment / Unit / Flat,Barry Plant (Croydon Sales),3136.0
6868,31 Toorak Avenue Croydon VIC 3136,450,"[-37.79290220000001, 145.2766652]",3,1,1,House,Professionals Wantirna ,3136.0
6869,7/67-69 Hewish Road Croydon VIC 3136,370,"[-37.796856, 145.28906]",2,1,1,Apartment / Unit / Flat,Professionals Wantirna ,3136.0
6870,353 Mount Dandenong Road Croydon VIC 3136,460,"[-37.80000700000001, 145.2944742]",3,1,2,House,Ray White Ferntree Gully,3136.0
6871,3/74 Sherlock Road Croydon VIC 3136,430,"[-37.7837318, 145.3033712]",2,1,1,Apartment / Unit / Flat,Ray White Croydon,3136.0
6872,6/30 Karingal Street Croydon North VIC 3136,520,"[-37.768218, 145.295517]",3,1,2,Apartment / Unit / Flat,Barry Plant (Croydon Sales),3136.0
6873,2/16 Joffre Street Croydon VIC 3136,570.00,"[-37.79212320000001, 145.2840495]",3,2,2,Townhouse,Barry Plant (Croydon Sales),3136.0
6874,54 Faraday Road Croydon South VIC 3136,495,"[-37.8158703, 145.2723904]",3,1,2,House,Barry Plant (Croydon Sales),3136.0
6875,7/53 Beaufort Rd Croydon VIC 3136,400,"[-37.7977966, 145.2580932]",2,1,1,House,Biggin & Scott Mitcham,3136.0
6876,23 Grayling Crescent Croydon VIC 3136,500,"[-37.7951327, 145.2544298]",3,1,1,House,Philip Webb Mitcham,3136.0
6877,9a Collins Grove Croydon North VIC 3136,490.00,"[-37.7722619, 145.291672]",3,2,1,House,Barry Plant (Croydon Sales),3136.0
6878,88 Lee-Ann Crescent Croydon VIC 3136,500.00,"[-37.773496, 145.2974811]",4,1,1,House,Jellis Craig Whitehorse,3136.0
6879,1/15 Leigh Road Croydon VIC 3136,440.00,"[-37.8045, 145.2858201]",2,1,2,Apartment / Unit / Flat,Jellis Craig Ringwood,3136.0
6880,10 Elizabeth Street Croydon VIC 3136,440,"[-37.7905001, 145.2803573]",3,2,1,House,Philip Webb Mitcham,3136.0
6881,5/147 Maroondah Highway Croydon VIC 3136,380,"[-37.78667799999999, 145.273274]",2,1,1,Apartment / Unit / Flat,Hoskins Maroondah,3136.0
6882,18/56 Norton Road Croydon VIC 3136,475,"[-37.8033941, 145.2864559]",3,2,2,Townhouse,Ray White Croydon,3136.0
6883,2/11 Norman Road Croydon VIC 3136,375,"[-37.7882243, 145.2840706]",2,1,1,Apartment / Unit / Flat,Seascape RE,3136.0
6884,171 Maroondah Highway Croydon VIC 3136,450,"[-37.7859156, 145.2758016]",3,1,2,Apartment / Unit / Flat,Philip Webb Mitcham,3136.0
6885,2/333A Mount Dandenong Road Croydon VIC 3136,390,"[-37.799018, 145.2923846]",2,1,1,Apartment / Unit / Flat,McGrath Croydon,3136.0
6886,17 Lemnos Street Croydon VIC 3136,465,"[-37.7984292, 145.2766976]",2,1,1,House,McGrath Croydon,3136.0
6887,2/12 Starcross Avenue Croydon VIC 3136,745.00,"[-37.7992554, 145.2752619]",4,2,2,Townhouse,Jellis Craig Whitehorse,3136.0
6888,3/12 Starcross Avenue Croydon VIC 3136,745.00,"[-37.7992554, 145.2752619]",4,2,2,Townhouse,Jellis Craig Whitehorse,3136.0
6889,1/12 Starcross Avenue Croydon VIC 3136,745.00,"[-37.7992554, 145.2752619]",4,2,2,Townhouse,Jellis Craig Whitehorse,3136.0
6890,1/46 Jarvis Avenue Croydon VIC 3136,370,"[-37.8001821, 145.3004893]",2,1,1,Apartment / Unit / Flat,McGrath Croydon,3136.0
6891,2/4-6 Zealandia Road East Croydon North VIC 3136,560,"[-37.7786465, 145.2899985]",3,2,1,Townhouse,Ray White Croydon,3136.0
6892,30 Broughton Ave Croydon VIC 3136,450,"[-37.7865487, 145.2725631]",3,1,1,House,Biggin & Scott Mitcham,3136.0
6893,8 Barclay Avenue Croydon VIC 3136,430.00,"[-37.8109044, 145.2897501]",3,1,1,House,Jellis Craig Ringwood,3136.0
6894,35/77 Bayswater Road Croydon VIC 3136,440,"[-37.8082426, 145.2710051]",3,2,3,Townhouse,Barry Plant (Croydon Sales),3136.0
6895,10 Ellesmere Ave Croydon VIC 3136,700,"[-37.7946902, 145.2781766]",4,2,2,House,Stockdale & Leggo Croydon,3136.0
6896,64 Sevenoaks Avenue Croydon VIC 3136,450,"[-37.7838432, 145.269627]",2,2,2,House,Max Brown Yarra Valley,3136.0
6897,5/23 Karingal Street Croydon North VIC 3136,410,"[-37.7681372, 145.2930444]",2,1,2,Apartment / Unit / Flat,Harcourts Real Estate Croydon,3136.0
6898,6/27 Silverley Road Croydon VIC 3136,580,"[-37.7972856, 145.2969485]",3,2,2,Apartment / Unit / Flat,Harcourts Real Estate Croydon,3136.0
6899,23 Thomas Street Croydon South VIC 3136,540,"[-37.8139143, 145.2732108]",3,1,2,House,Methven Professionals Mooroolbark,3136.0
6900,3 Campaspe Drive Croydon Hills VIC 3136,680,"[-37.780597, 145.2739665]",4,2,2,House,Methven Professionals Croydon,3136.0
6901,10/83a Lincoln Road Croydon VIC 3136,440,"[-37.786364, 145.29603]",2,1,1,Apartment / Unit / Flat,Methven Professionals Mooroolbark,3136.0
6902,4 Kepsi Place Croydon VIC 3136,700,"[-37.7885391, 145.2930567]",4,3,2,House,Methven Professionals Croydon,3136.0
6903,11A Alwyn Street Croydon VIC 3136,580,"[-37.7959771, 145.2916513]",3,2,3,House,Methven Professionals Lilydale,3136.0
6904,5/70 Lincoln Road Croydon VIC 3136,380,"[-37.787009, 145.291181]",2,1,1,House,Methven Professionals Mooroolbark,3136.0
6905,3/5-7 Frederick Street Croydon VIC 3136,620,"[-37.808404, 145.287418]",3,2,2,House,Methven Professionals Mooroolbark,3136.0
6906,216/211 Mount Dandenong Road Croydon VIC 3136,390,"[-37.7984819, 145.2817289]",2,1,1,Apartment / Unit / Flat,Surreal Property Group,3136.0
6907,G10/4 Alfrick Road Croydon VIC 3136,0,"[-37.8002573, 145.2874612]",2,2,1,Apartment / Unit / Flat,ProSell Real Estate,3136.0
6908,28 Taronga Crescent Croydon VIC 3136,450,"[-37.7934157, 145.3002915]",3,1,2,House,Ritz Property Management,3136.0
6909,2 Eycot Street Kilsyth South VIC 3137,395.00,"[-37.8374891, 145.301714]",3,1,−,House,Barry Plant (Croydon Sales),3137.0
6910,38 Milford Street Kilsyth VIC 3137,600.00,"[-37.8040239, 145.3294272]",4,2,2,House,Max Brown Real Estate Group,3137.0
6911,50 Terrigal Crescent Kilsyth VIC 3137,450,"[-37.7964646, 145.3123835]",3,1,2,House,Methven Professionals Lilydale,3137.0
6912,3/13 Browning Street Kilsyth VIC 3137,420,"[-37.8028683, 145.3056663]",2,1,1,House,Methven Professionals Croydon,3137.0
6913,97 Durham Road Kilsyth VIC 3137,520.00,"[-37.8002878, 145.3272884]",4,2,1,House,Harcourts Manningham,3137.0
6914,32 Tamworth Road Kilsyth VIC 3137,500,"[-37.8038107, 145.3249121]",4,1,1,House,Harcourts Real Estate Croydon,3137.0
6915,15 Byron Road Kilsyth VIC 3137,380,"[-37.80546229999999, 145.3058175]",3,1,1,House,Methven Professionals Mooroolbark,3137.0
6916,15 Collier Road Kilsyth VIC 3137,520,"[-37.8329415, 145.3045009]",4,2,1,House,Methven Professionals Mooroolbark,3137.0
6917,33 Blackburn Road Mooroolbark VIC 3138,485,"[-37.7824322, 145.3323438]",3,1,2,House,Fletchers Maroondah,3138.0
6918,2/3 Pope Court Mooroolbark VIC 3138,510,"[-37.7862364, 145.3229312]",3,2,2,Townhouse,McGrath Croydon,3138.0
6919,305A Hull Road Mooroolbark VIC 3138,490.00,"[-37.7844591, 145.3210137]",3,2,2,House,Max Brown Real Estate Group,3138.0
6920,31a Cambridge Road Mooroolbark VIC 3138,395.00,"[-37.7909903, 145.312769]",2,2,1,Apartment / Unit / Flat,Max Brown Real Estate Group,3138.0
6921,145 Landscape Drive Mooroolbark VIC 3138,490,"[-37.7683814, 145.3325382]",3,2,1,House,Barry Plant Lilydale ,3138.0
6922,24 Lansell Road Mooroolbark VIC 3138,585,"[-37.7761353, 145.3249121]",4,3,1,House,Ray White Ferntree Gully,3138.0
6923,2/20 Newman Road Mooroolbark VIC 3138,420.00,"[-37.7871238, 145.3064654]",2,1,1,Townhouse,hockingstuart Ringwood,3138.0
6924,6 Diane Crescent Mooroolbark VIC 3138,470,"[-37.7822427, 145.31078]",3,1,2,House,Noel Jones Ringwood & Croydon,3138.0
6925,47 Cambridge Road Mooroolbark VIC 3138,510,"[-37.791242, 145.314082]",4,1,6,House,Ray White Ferntree Gully,3138.0
6926,8A Maralinga Terrace Mooroolbark VIC 3138,320,"[-37.777915, 145.3141743]",1,1,−,Apartment / Unit / Flat,Philip Webb Mitcham,3138.0
6927,26 Reay Road Mooroolbark VIC 3138,450,"[-37.7885009, 145.3159259]",2,1,1,House,Methven Professionals Croydon,3138.0
6928,48 Bimbadeen Drive Mooroolbark VIC 3138,655,"[-37.7739008, 145.3260571]",4,2,2,House,Methven Professionals Mooroolbark,3138.0
6929,2/6 Bridges Avenue Mooroolbark VIC 3138,450,"[-37.7889218, 145.3215883]",2,1,1,House,Methven Professionals Mooroolbark,3138.0
6930,8-10 Tilanbi Close Seville VIC 3139,550,"[-37.7753241, 145.4532052]",4,2,4,House,Max Brown Yarra Valley,3139.0
6931,23 Trafalgar Crescent Lilydale VIC 3140,480,"[-37.7457077, 145.3630276]",3,1,2,House,Ray White Forest Hill,3140.0
6932,2 Sarges Mews Lilydale VIC 3140,450,"[-37.7601352, 145.3396574]",2,2,1,House,Ray White Ferntree Gully,3140.0
6933,3/9 Nicholas Street Lilydale VIC 3140,320,"[-37.7597979, 145.3406772]",1,1,1,Apartment / Unit / Flat,Noble Knight Real Estate Pty Ltd,3140.0
6934,36 The Circuit Lilydale VIC 3140,450,"[-37.77553, 145.3455235]",3,1,1,House,Methven Professionals Mooroolbark,3140.0
6935,1/31 Maroondah Highway Lilydale VIC 3140,420,"[-37.7578717, 145.340018]",2,1,1,Townhouse,Ray White Lilydale,3140.0
6936,10/240 Domain Road South Yarra VIC 3141,495,"[-37.83440880000001, 144.9859361]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6937,1402/229 Toorak Road South Yarra VIC 3141,470,"[-37.8388865, 144.9947085]",1,1,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6938,1701/18 Claremont Street South Yarra VIC 3141,750,"[-37.8376688, 144.99410460000001]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6939,804/50 Claremont Street South Yarra VIC 3141,450,"[-37.8364447, 144.9943596]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6940,7/53-59 Millswyn Street South Yarra VIC 3141,425,"[-37.8360476, 144.980077]",1,1,1,Apartment / Unit / Flat,Dingle Partners,3141.0
6941,8/32-34 Adams Street South Yarra VIC 3141,725,"[-37.836171, 144.977607]",2,1,−,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6942,113/2 Hobson Street South Yarra VIC 3141,410.00,"[-37.8475773, 145.001551]",1,1,1,Apartment / Unit / Flat,Think Property & Co,3141.0
6943,19/386 Toorak Road South Yarra VIC 3141,530,"[-37.8406604, 145.003721]",2,1,1,Apartment / Unit / Flat,aussieproperty.com,3141.0
6944,56a Osborne Street South Yarra VIC 3141,650,"[-37.843781, 144.990751]",2,1,1,Townhouse,The Agency - Port Phillip / Bayside,3141.0
6945,11/245 Williams Rd South Yarra VIC 3141,340,"[-37.84300650000001, 145.0040238]",1,1,1,Apartment / Unit / Flat, Gary Peer,3141.0
6946,8 Davison Place South Yarra VIC 3141,"1,900","[-37.8423556, 144.9943496]",4,4,2,Townhouse,Kay & Burton South Yarra,3141.0
6947,G11/2 Hobson Street South Yarra VIC 3141,600.00,"[-37.8475773, 145.001551]",2,1,1,Apartment / Unit / Flat,RT Edgar Toorak,3141.0
6948,205/10 Claremont Street South Yarra VIC 3141,400,"[-37.8382582, 144.9939508]",1,1,−,Apartment / Unit / Flat,Motion Property,3141.0
6949,804s/227 Toorak Rd South Yarra VIC 3141,450,"[-37.8392096, 144.9946541]",1,1,1,Apartment / Unit / Flat, Gary Peer,3141.0
6950,603/101 River Street South Yarra VIC 3141,850,"[-37.8350291, 144.9977167]",2,2,2,Apartment / Unit / Flat,Space Estate Agents Melbourne,3141.0
6951,1203/77 River Street South Yarra VIC 3141,570,"[-37.8368392, 144.9974584]",2,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6952,3/59 Avoca Street South Yarra VIC 3141,580,"[-37.8360461, 144.9892597]",2,1,−,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6953,3/113 Osborne Street South Yarra VIC 3141,1000.00,"[-37.840679, 144.991121]",3,2,2,Townhouse,MCO Living,3141.0
6954,713/32 Bray Street South Yarra VIC 3141,335,"[-37.8444692, 144.9955271]",−,1,−,Studio,Dingle Partners,3141.0
6955,10 Nicholson Street South Yarra VIC 3141,600.00,"[-37.8426591, 144.9866238]",2,1,−,House,RT Edgar Toorak,3141.0
6956,512/77 River Street South Yarra VIC 3141,430,"[-37.8368392, 144.9974584]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6957,130/471 Malvern Road South Yarra VIC 3141,400.00,"[-37.8478382, 145.002178]",1,1,1,Apartment / Unit / Flat,Think Property & Co,3141.0
6958,9/63 Millswyn Street South Yarra VIC 3141,495,"[-37.8358043, 144.9801781]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6959,516/77 River Street South Yarra VIC 3141,370,"[-37.8368392, 144.9974584]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6960,10/2 Lawson Grove South Yarra VIC 3141,415,"[-37.8336232, 144.9905071]",1,1,−,Apartment / Unit / Flat,Kay & Burton Armadale,3141.0
6961,72 Oban Street South Yarra VIC 3141,"1,300","[-37.84224409999999, 145.0031184]",3,2,2,House,Marshall White Stonnington,3141.0
6962,4/67 Walsh Street South Yarra VIC 3141,1000,"[-37.8362657, 144.9849505]",3,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6963,1802/7 Claremont Street South Yarra VIC 3141,800,"[-37.83820559999999, 144.9935531]",2,2,1,Apartment / Unit / Flat,Motion Property,3141.0
6964,19 Tivoli Road South Yarra VIC 3141,530.00,"[-37.838672, 144.998141]",2,1,−,House,Marshall White Stonnington,3141.0
6965,402/20 Garden Street South Yarra VIC 3141,350,"[-37.8433374, 144.9962128]",1,1,−,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6966,7/38A Kensington Road South Yarra VIC 3141,525,"[-37.8363047, 145.0017846]",2,1,1,Apartment / Unit / Flat,Biggin & Scott Stonnington,3141.0
6967,2003/7 Yarra Street South Yarra VIC 3141,425,"[-37.83781010000001, 144.9928993]",1,1,−,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6968,4/209 Domain Road South Yarra VIC 3141,575,"[-37.8344763, 144.9838752]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6969,9/4 Davidson Street South Yarra VIC 3141,525,"[-37.8328858, 144.9888722]",2,1,2,House,Hedley Perrett Real Estate,3141.0
6970,1807/2 Claremont Street South Yarra VIC 3141,630.00,"[-37.83878260000001, 144.993722]",2,1,1,Apartment / Unit / Flat,Samma Real Estate,3141.0
6971,2C/381 Toorak Road South Yarra VIC 3141,480,"[-37.8398684, 145.0015473]",2,2,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6972,10/110 Caroline Street South Yarra VIC 3141,475,"[-37.8342948, 144.9899046]",2,1,−,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6973,11/16 Kensington Road South Yarra VIC 3141,420.00,"[-37.83847799999999, 145.001698]",2,1,1,Apartment / Unit / Flat,RT Edgar Boroondara,3141.0
6974,607/7 Claremont Street South Yarra VIC 3141,620,"[-37.83820559999999, 144.9935531]",2,2,1,Apartment / Unit / Flat,Motion Property,3141.0
6975,205/20 Garden Street South Yarra VIC 3141,450,"[-37.8433374, 144.9962128]",2,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6976,1006/1 Clara Street South Yarra VIC 3141,450,"[-37.8421814, 144.9972863]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6977,7/27 Avoca Street South Yarra VIC 3141,440.00,"[-37.8373413, 144.989229]",2,1,1,Apartment / Unit / Flat,RT Edgar Boroondara,3141.0
6978,38 Argo Street South Yarra VIC 3141,700,"[-37.8441169, 144.9874522]",2,1,1,Townhouse,Whiting & Co,3141.0
6979,1/12 Darling Street South Yarra VIC 3141,550,"[-37.8378418, 144.991756]",2,1,1,Apartment / Unit / Flat,Thomson ,3141.0
6980,21/32 Darling Street South Yarra VIC 3141,390.00,"[-37.836718, 144.9921004]",1,1,−,Apartment / Unit / Flat,Buxton Stonnington,3141.0
6981,57 Lang Street South Yarra VIC 3141,650,"[-37.8411307, 144.9883022]",2,1,1,House,Biggin & Scott Stonnington,3141.0
6982,1/4 Coolullah Avenue South Yarra VIC 3141,600,"[-37.8414121, 145.003678]",2,1,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6983,3/2 Tivoli Place South Yarra VIC 3141,450.00,"[-37.8356808, 144.9868928]",2,1,1,Apartment / Unit / Flat,Buxton Stonnington,3141.0
6984,414/77 River Street South Yarra VIC 3141,420,"[-37.8368392, 144.9974584]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6985,7/371 Toorak Road South Yarra VIC 3141,1050,"[-37.8397296, 145.0003852]",4,2,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6986,27 Myrtle Street South Yarra VIC 3141,675,"[-37.8398282, 144.9890338]",2,1,−,House,WHITEFOX Real Estate,3141.0
6987,4/90 Clowes Street South Yarra VIC 3141,550,"[-37.8303489, 144.9849606]",2,1,1,Apartment / Unit / Flat,BigginScott Richmond,3141.0
6988,2/4 Ralston Street South Yarra VIC 3141,425,"[-37.8404133, 144.9866991]",1,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6989,511/8 Garden Street South Yarra VIC 3141,400,"[-37.8430457, 144.9955705]",1,1,−,Apartment / Unit / Flat,McGrath,3141.0
6990,808/2 Claremont Street South Yarra VIC 3141,600.00,"[-37.83878260000001, 144.993722]",2,2,1,Apartment / Unit / Flat,Samma Real Estate,3141.0
6991,1/74 Leopold Street South Yarra VIC 3141,800.00,"[-37.83616250000001, 144.9830964]",3,1,1,Apartment / Unit / Flat,Marshall White Stonnington,3141.0
6992,12 MacFarlan Street South Yarra VIC 3141,625,"[-37.840127, 144.988448]",2,1,−,House,Woodards South Yarra,3141.0
6993,4/44 Walsh Street South Yarra VIC 3141,700,"[-37.8369111, 144.9851564]",2,1,1,Apartment / Unit / Flat,Kay & Burton South Yarra,3141.0
6994,9/22A Rockley Road South Yarra VIC 3141,375,"[-37.8375691, 145.0000724]",1,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
6995,19/43 Caroline Street South Yarra VIC 3141,370,"[-37.8377862, 144.9875598]",1,1,−,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
6996,19 Commercial Road South Yarra VIC 3141,800,"[-37.84560889999999, 144.986527]",4,1,2,House,Belle Property Armadale,3141.0
6997,904/50 Claremont Street South Yarra VIC 3141,480,"[-37.8364447, 144.9943596]",1,1,1,Apartment / Unit / Flat, Gary Peer,3141.0
6998,14/110 Caroline Street South Yarra VIC 3141,500,"[-37.8342948, 144.9899046]",2,1,1,Apartment / Unit / Flat,Samma Real Estate,3141.0
6999,1206/7 Claremont Street South Yarra VIC 3141,480,"[-37.83820559999999, 144.9935531]",1,1,1,House,Harcourts Box Hill TSL,3141.0
7000,4/2-6 Caroline Street South South Yarra VIC 3141,295.00,"[-37.8402973, 144.987745]",1,1,−,Apartment / Unit / Flat,Cayzer Real Estate Albert Park,3141.0
7001,706/229 Toorak Road South Yarra VIC 3141,635,"[-37.8388865, 144.9947085]",2,2,1,Apartment / Unit / Flat,OBrien Real Estate Chelsea,3141.0
7002,6 Cliff Street South Yarra VIC 3141,795,"[-37.843604, 144.992484]",2,1,−,House,Belle Property Armadale,3141.0
7003,10/36 Marne Street South Yarra VIC 3141,400,"[-37.83592640000001, 144.9841991]",1,1,1,Apartment / Unit / Flat,Belle Property Armadale,3141.0
7004,73/390 Toorak Road South Yarra VIC 3141,570.00,"[-37.8408246, 145.004259]",2,2,1,Apartment / Unit / Flat,RT Edgar Toorak,3141.0
7005,5/7 Clowes Street South Yarra VIC 3141,380,"[-37.8310679, 144.9876444]",2,1,−,Apartment / Unit / Flat,W. B. Simpson & Son,3141.0
7006,8/61 Marne Street South Yarra VIC 3141,560.00,"[-37.8345751, 144.9842209]",2,1,−,Apartment / Unit / Flat,RT Edgar Toorak,3141.0
7007,11/123 Millswyn Street South Yarra VIC 3141,415.00,"[-37.8344315, 144.9804278]",1,1,1,Apartment / Unit / Flat,Jellis Craig Kensington,3141.0
7008,12/821 Punt Road South Yarra VIC 3141,430.00,"[-37.835367, 144.9869162]",2,1,1,Apartment / Unit / Flat,Cayzer Real Estate Albert Park,3141.0
7009,202/334 Toorak Road South Yarra VIC 3141,600,"[-37.8400456, 144.9987975]",2,2,1,Apartment / Unit / Flat,Biggin & Scott Stonnington,3141.0
7010,12/17 Howitt Street South Yarra VIC 3141,450,"[-37.8466629, 145.0021069]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
7011,1901/2 Claremont Street South Yarra VIC 3141,640,"[-37.83878260000001, 144.993722]",2,2,1,Apartment / Unit / Flat,Samma Real Estate,3141.0
7012,4 Palfreyman Street South Yarra VIC 3141,980,"[-37.844978, 144.997811]",3,1,1,House,Biggin & Scott Stonnington,3141.0
7013,8/21 Kensington Road South Yarra VIC 3141,850,"[-37.8381678, 145.0007295]",3,2,2,Apartment / Unit / Flat,Dingle Partners,3141.0
7014,12/37 Domain Street South Yarra VIC 3141,500,"[-37.8364301, 144.9780281]",2,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
7015,1112/77 River Street South Yarra VIC 3141,580,"[-37.8368392, 144.9974584]",2,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
7016,5/10 Cromwell Road South Yarra VIC 3141,485,"[-37.84629779999999, 144.9999548]",2,1,1,Apartment / Unit / Flat,Biggin & Scott Stonnington,3141.0
7017,10/240 Domain Road South Yarra VIC 3141,495,"[-37.83440880000001, 144.9859361]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3141.0
7018,116/77 River Street South Yarra VIC 3141,370,"[-37.8368392, 144.9974584]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
7019,9/168 Toorak Road West South Yarra VIC 3141,850,"[-37.8379609, 144.985494]",3,2,2,Apartment / Unit / Flat,Dingle Partners,3141.0
7020,9/286 Toorak Road South Yarra VIC 3141,625,"[-37.8398606, 144.9966837]",2,2,2,Apartment / Unit / Flat,Fletchers Canterbury,3141.0
7021,1005/1 Clara Street South Yarra VIC 3141,450,"[-37.8421814, 144.9972863]",1,1,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3141.0
