,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
6667,17 Husband Road Forest Hill VIC 3131,530,"[-37.8383886, 145.1741279]",3,2,1,House,Philip Webb Mitcham,3131.0
6668,176 Junction Road Nunawading VIC 3131,520,"[-37.8094668, 145.1763707]",4,2,2,House,Philip Webb Mitcham,3131.0
6669,2/59 O'shannessy Street Nunawading VIC 3131,430,"[-37.817488, 145.177623]",2,1,1,Townhouse,McGrath Blackburn,3131.0
6670,2A Menin Road Nunawading VIC 3131,450,"[-37.8266794, 145.178096]",3,1,2,Apartment / Unit / Flat,Ray White Glen Waverley,3131.0
6671,70A Hedge End Road Nunawading VIC 3131,780,"[-37.8084405, 145.1843934]",4,3,1,Townhouse,Ray White Manningham,3131.0
6672,4/59 O'shannessy Street Nunawading VIC 3131,475,"[-37.817488, 145.177623]",2,1,1,Townhouse,McGrath Blackburn,3131.0
6673,61 Shady Grove Forest Hill VIC 3131,450,"[-37.8321494, 145.1767589]",3,1,2,House,Ausview Estate Agents,3131.0
6674,2 Clifford Court Forest Hill VIC 3131,530,"[-37.8325074, 145.1739446]",3,1,2,House,Ray White Forest Hill,3131.0
6675,2/29 Efron Street Nunawading VIC 3131,280,"[-37.8091797, 145.180727]",1,1,2,Apartment / Unit / Flat,Philip Webb Mitcham,3131.0
6676,1 Lewis Court Nunawading VIC 3131,465,"[-37.8251057, 145.1735891]",3,1,2,House,Philip Webb Mitcham,3131.0
6677,3/3 Heather Grove Nunawading VIC 3131,0,"[-37.8250101, 145.1755715]",3,2,2,Townhouse,Ray White Box Hill,3131.0
6678,1 Magnolia Drive Forest Hill VIC 3131,850.00,"[-37.847615, 145.1655671]",4,2,2,House,Jellis Craig Whitehorse,3131.0
6679,108 Mahoneys Road Forest Hill VIC 3131,495,"[-37.84074349999999, 145.1650712]",3,1,1,House,Ray White Forest Hill,3131.0
6680,4/32 Mount Pleasant Road Nunawading VIC 3131,410.00,"[-37.8237765, 145.1777562]",2,2,1,Apartment / Unit / Flat,Jellis Craig Whitehorse,3131.0
6681,12A Felicia Grove Forest Hill VIC 3131,260,"[-37.8351385, 145.1823456]",1,1,−,House,Philip Webb Mitcham,3131.0
6682,15/18 Lernes Street Forest Hill VIC 3131,350,"[-37.8370841, 145.1808547]",2,1,1,House,Philip Webb Mitcham,3131.0
6683,26 Jolimont Road Forest Hill VIC 3131,495,"[-37.8435333, 145.1742142]",3,2,1,House,OBrien Real Estate Ringwood,3131.0
6684,16 Mill Avenue Forest Hill VIC 3131,400,"[-37.83715850000001, 145.1694485]",3,1,1,House,Ray White Blackburn,3131.0
6685,3/6 Russell Street Nunawading VIC 3131,450,"[-37.816805, 145.1699045]",2,1,2,House,Ray White Blackburn,3131.0
6686,4 Troy Court Forest Hill VIC 3131,480,"[-37.8401674, 145.1643381]",3,1,2,House,Mandy Lee Real Estate ,3131.0
6687,11 Magnolia Drive Forest Hill VIC 3131,850.00,"[-37.8476614, 145.1661925]",4,2,2,House,Buxton Box Hill,3131.0
6688,261 Springfield Road Nunawading VIC 3131,390,"[-37.8119258, 145.1680469]",2,1,1,House,McGrath Blackburn,3131.0
6689,5 Magnolia Drive Forest Hill VIC 3131,800,"[-37.8476547, 145.1658475]",4,2,2,House,Ray White Blackburn,3131.0
6690,2/25 Koroit Street Nunawading VIC 3131,450,"[-37.8169396, 145.1695987]",3,3,1,House,Philip Webb Mitcham,3131.0
6691,2/79-81 Springvale Road Nunawading VIC 3131,575,"[-37.8291317, 145.1743989]",3,2,1,Townhouse,Philip Webb Mitcham,3131.0
6692,16 Lyell Walk Forest Hill VIC 3131,480,"[-37.8363255, 145.1673569]",3,2,2,Townhouse,Noel Jones Doncaster,3131.0
6693,3 Ferdinand Street Nunawading VIC 3131,480,"[-37.8036712, 145.185213]",3,1,1,House,Philip Webb Mitcham,3131.0
6694,53 Vicki Street Forest Hill VIC 3131,590,"[-37.8411099, 145.1601982]",3,1,1,House,Zed Real Estate,3131.0
6695,47 Betula Avenue Nunawading VIC 3131,410,"[-37.8315424, 145.1850857]",3,1,1,House,Ace Real Estate,3131.0
6696,2/31 McCulloch St Nunawading VIC 3131,580,"[-37.8147437, 145.1806408]",3,3,5,Apartment / Unit / Flat,Sale by Home Owner ,3131.0
6697,3/178 Central Road Nunawading VIC 3131,595.00,"[-37.8252592, 145.1701377]",3,2,2,Townhouse,Woodards Blackburn,3131.0
6698,2/432 Canterbury Road Forest Hill VIC 3131,610,"[-37.8355407, 145.1770072]",4,2,2,House,Ray White Wantirna,3131.0
6699,22 Victor Crescent Forest Hill VIC 3131,550,"[-37.843291, 145.1666668]",4,2,1,House,Ray White Wantirna,3131.0
6700,3/9 Wood Street Nunawading VIC 3131,580,"[-37.8215873, 145.1776383]",3,2,2,House,Ironfish Real Estate Melbourne,3131.0
6701,2/3 Luckie Street Nunawading VIC 3131,640.00,"[-37.8157424, 145.1753162]",3,2,2,Townhouse, Woodards Manningham ,3131.0
6702,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",3,2,2,Townhouse,Eastern Central Real Estate,3131.0
6703,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",2,1,1,Apartment / Unit / Flat,Eastern Central Real Estate,3131.0
6704,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",2,1,1,Apartment / Unit / Flat,Eastern Central Real Estate,3131.0
6705,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",4,2,5,Townhouse,Eastern Central Real Estate,3131.0
6706,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",3,1,2,House,Eastern Central Real Estate,3131.0
6707,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",3,2,2,Townhouse,Eastern Central Real Estate,3131.0
6708,Forest Hill VIC 3131,0,"[-37.8347413, 145.1727369]",3,2,2,Townhouse,Eastern Central Real Estate,3131.0
6709,26 Fellows Street Mitcham VIC 3132,440,"[-37.8136239, 145.191209]",3,1,1,House,Fletchers Canterbury,3132.0
6710,3/19 Orient Ave Mitcham VIC 3132,450,"[-37.8268873, 145.197378]",3,1,2,Apartment / Unit / Flat,M.J Docking & Associates,3132.0
6711,1/25 Glenburnie Road Mitcham VIC 3132,510,"[-37.8278927, 145.2008564]",3,2,2,Villa,M.J Docking & Associates,3132.0
6712,3/62 Carween Ave Mitcham VIC 3132,380,"[-37.827286, 145.193026]",2,1,1,Apartment / Unit / Flat,M.J Docking & Associates,3132.0
6713,1/2a Linlithgow Street Mitcham VIC 3132,375,"[-37.81892, 145.204695]",2,1,−,Apartment / Unit / Flat,M.J Docking & Associates,3132.0
6714,21A Victoria Avenue Mitcham VIC 3132,495,"[-37.8145655, 145.1874099]",3,2,2,House,Philip Webb Mitcham,3132.0
6715,3/12 Warnes Rd Mitcham VIC 3132,680,"[-37.8128728, 145.2120041]",4,3,2,Townhouse,Noel Jones Mitcham,3132.0
6716,2/14 Walter Street Mitcham VIC 3132,420,"[-37.8181533, 145.2077353]",2,1,1,Apartment / Unit / Flat,Philip Webb Mitcham,3132.0
6717,111/435-439 Whitehorse Road Mitcham VIC 3132,420,"[-37.8168202, 145.1873715]",2,2,1,Apartment / Unit / Flat,McGrath Blackburn,3132.0
6718,1/505 Mitcham Road Mitcham VIC 3132,410,"[-37.830198, 145.1950269]",3,1,1,House,Philip Webb Mitcham,3132.0
6719,2/126 Heatherdale Road Mitcham VIC 3132,420,"[-37.82938300000001, 145.213044]",2,1,1,House,Philip Webb Mitcham,3132.0
6720,21 Bruce St Mitcham VIC 3132,480,"[-37.8125209, 145.1874992]",3,2,2,House,Noel Jones Mitcham,3132.0
6721,313 Mitcham Road Mitcham VIC 3132,425.00,"[-37.81326749999999, 145.1936248]",2,2,1,House,Jellis Craig Whitehorse,3132.0
6722,3/19 Dudley Street Mitcham VIC 3132,780,"[-37.8227269, 145.204022]",4,3,2,Townhouse,Z Property International,3132.0
6723,427B/1 Colombo Street Mitcham VIC 3132,330,"[-37.8175573, 145.1921463]",1,1,1,Apartment / Unit / Flat,Philip Webb Mitcham,3132.0
6724,1/60 Percy Street Mitcham VIC 3132,500,"[-37.8241062, 145.1953066]",3,2,1,Apartment / Unit / Flat,Noel Jones Mitcham,3132.0
6725,51 Cochrane St Mitcham VIC 3132,580,"[-37.8219486, 145.2022531]",4,2,3,House,Noel Jones Mitcham,3132.0
6726,17 Burnett Street Mitcham VIC 3132,520,"[-37.81207759999999, 145.1959543]",3,1,−,House,Philip Webb Mitcham,3132.0
6727,2/1 Wooddale Grove Mitcham VIC 3132,460,"[-37.806761, 145.193524]",3,1,1,House,Noel Jones Mitcham,3132.0
6728,5/490 Mitcham Road Mitcham VIC 3132,560,"[-37.82274779999999, 145.1930765]",3,2,2,House,Ray White Blackburn,3132.0
6729,5/7 Lake Ave Mitcham VIC 3132,450,"[-37.819093, 145.204063]",2,1,1,Apartment / Unit / Flat,Noel Jones Mitcham,3132.0
6730,212/435 Whitehorse Road Mitcham VIC 3132,410,"[-37.8167974, 145.1876561]",2,2,1,Apartment / Unit / Flat,Philip Webb Mitcham,3132.0
6731,21 Reserve Avenue Mitcham VIC 3132,470,"[-37.8213021, 145.2004411]",3,1,1,House,Biggin & Scott Glen Waverley,3132.0
6732,49 Percy Street Mitcham VIC 3132,510,"[-37.8219858, 145.1955229]",4,2,2,House,James Perry Property Group,3132.0
6733,5 Fellows Street Mitcham VIC 3132,0,"[-37.8125, 145.191925]",4,2,1,House,Hoskins Maroondah,3132.0
6734,2/5 Moresby Street Mitcham VIC 3132,600.00,"[-37.8069228, 145.2000422]",3,2,2,Apartment / Unit / Flat,Woodards Blackburn,3132.0
6735,46 Madison Boulevard Mitcham VIC 3132,575,"[-37.8218219, 145.1902599]",3,2,1,Townhouse,Ironfish Real Estate Melbourne,3132.0
6736,1/50 Brunswick Road Mitcham VIC 3132,370,"[-37.8184019, 145.1992738]",2,1,1,Apartment / Unit / Flat,Alvi Real Estate,3132.0
6737,7 Alwyn Street Mitcham VIC 3132,520,"[-37.8276477, 145.1871541]",3,2,1,House,OBrien Real Estate - Blackburn,3132.0
6738,406/339 Mitcham Road Mitcham VIC 3132,420.00,"[-37.8149616, 145.1937171]",2,1,1,Apartment / Unit / Flat,Woodards Camberwell,3132.0
6739,15 Glen Road Mitcham VIC 3132,450.00,"[-37.8107084, 145.196774]",4,2,1,House, Woodards Manningham ,3132.0
6740,19 Barradine Crescent Vermont South VIC 3133,420,"[-37.8511185, 145.1838001]",3,1,2,House,M.J Docking & Associates,3133.0
6741,544 Canterbury Road Vermont VIC 3133,400,"[-37.8371739, 145.1898286]",2,1,−,House,M.J Docking & Associates,3133.0
6742,760 Canterbury Road Vermont VIC 3133,505,"[-37.8338362, 145.2086817]",4,2,2,House,M.J Docking & Associates,3133.0
6743,1/6 Short Street Vermont VIC 3133,400,"[-37.835865, 145.1900329]",2,1,2,Apartment / Unit / Flat,M.J Docking & Associates,3133.0
6744,31 Mont Court Vermont South VIC 3133,525,"[-37.8606693, 145.1936248]",3,2,2,House,M.J Docking & Associates,3133.0
6745,6 Lexington Street Vermont VIC 3133,395,"[-37.8431504, 145.1834876]",2,1,1,House,M.J Docking & Associates,3133.0
6746,38 Woodcrest Rd Vermont VIC 3133,450,"[-37.8393048, 145.1849941]",4,1,2,House,M.J Docking & Associates,3133.0
6747,10/11-13 McClares Road Vermont VIC 3133,410,"[-37.8379885, 145.1880281]",2,2,1,Villa,M.J Docking & Associates,3133.0
6748,12/513 Mitcham Rd Vermont VIC 3133,390,"[-37.8312428, 145.195949]",2,1,1,Apartment / Unit / Flat,M.J Docking & Associates,3133.0
6749,31 Tilson Drive Vermont VIC 3133,375,"[-37.8354345, 145.1932365]",2,1,1,Villa,M.J Docking & Associates,3133.0
6750,21 Overland Drive Vermont South VIC 3133,680,"[-37.863278, 145.1856443]",4,2,2,House,Harcourts Vermont South,3133.0
6751,796 Canterbury Road Vermont VIC 3133,545,"[-37.832921, 145.212618]",3,2,2,House,Raine & Horne Blackburn,3133.0
6752,1 Village Walk Vermont South VIC 3133,550,"[-37.8470303, 145.1967956]",3,1,2,House,Ray White Forest Hill,3133.0
6753,2 Picolo Close Vermont South VIC 3133,540,"[-37.8612556, 145.180727]",4,2,2,House,Harcourts First,3133.0
6754,5/8-12 McClares Road Vermont VIC 3133,390,"[-37.8382033, 145.1861083]",2,1,1,Apartment / Unit / Flat,Ray White Forest Hill,3133.0
6755,11-13 Murchison Avenue Vermont South VIC 3133,700,"[-37.8493502, 145.1983017]",4,2,−,House,Area Specialist Keysborough,3133.0
6756,4 Irving Court Vermont VIC 3133,550,"[-37.84517390000001, 145.1839621]",3,1,1,House,Ray White Ferntree Gully,3133.0
6757,22 Stanley Road Vermont South VIC 3133,595,"[-37.8529718, 145.1755512]",4,2,2,House,Longview Real Estate,3133.0
6758,179 Morack Road Vermont South VIC 3133,595,"[-37.8505691, 145.2013902]",4,2,2,House,Harcourts Ashwood,3133.0
6759,66 Glenburnie Road Vermont VIC 3133,910,"[-37.8321301, 145.2001391]",4,3,2,House,Harcourts Vermont South,3133.0
6760,58 Weeden Drive Vermont South VIC 3133,690,"[-37.8594495, 145.1775357]",4,2,4,House,Harcourts Vermont South,3133.0
6761,8 Licola Street Vermont South VIC 3133,700,"[-37.8614594, 145.1791096]",5,3,2,House,Visser Estate Agents,3133.0
6762,1/2a Malvern Street Vermont VIC 3133,500.00,"[-37.83260810000001, 145.1955655]",2,1,2,Apartment / Unit / Flat,Woodards Blackburn,3133.0
6763,8 Malvern Street Vermont VIC 3133,500,"[-37.8326027, 145.19651]",3,1,2,House,OBrien Real Estate - Blackburn,3133.0
6764,44 Betula Avenue Vermont VIC 3133,0,"[-37.8327187, 145.1845228]",3,1,2,House,Woodards Blackburn,3133.0
6765,3 Verona Street Vermont VIC 3133,580.00,"[-37.8474027, 145.2005058]",4,2,3,House,Woodards Camberwell,3133.0
6766,4/21 Rosebank Avenue Ringwood North VIC 3134,700,"[-37.7982899, 145.2320922]",3,3,2,Townhouse,Fletchers Maroondah,3134.0
6767,2/21 Rosebank Avenue Ringwood North VIC 3134,500,"[-37.7982899, 145.2320922]",2,2,1,Townhouse,Fletchers Maroondah,3134.0
6768,3/21 Rosebank Avenue Ringwood North VIC 3134,780,"[-37.7982899, 145.2320922]",4,3,2,Townhouse,Fletchers Maroondah,3134.0
6769,1/21 Rosebank Avenue Ringwood North VIC 3134,780,"[-37.7982899, 145.2320922]",4,3,2,Townhouse,Fletchers Maroondah,3134.0
6770,410/92 Maroondah Highway Ringwood VIC 3134,440,"[-37.8167838, 145.2255323]",2,2,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3134.0
6771,9/96 Oban Road Ringwood North VIC 3134,390,"[-37.793754, 145.241114]",2,1,1,Apartment / Unit / Flat,Fletchers Maroondah,3134.0
6772,16 Lilian Parade Ringwood VIC 3134,540,"[-37.7927399, 145.2520987]",3,1,1,House,LLC Real Estate,3134.0
6773,29 Melview Drive Ringwood North VIC 3134,600,"[-37.7958369, 145.2315959]",3,2,2,House,Fletchers Maroondah,3134.0
6774,2/24 Bond Street Ringwood VIC 3134,370,"[-37.8136701, 145.2243735]",2,1,1,Apartment / Unit / Flat,Ham Kerr Property Pty Ltd,3134.0
6775,2/16A Arlington Street Ringwood VIC 3134,400,"[-37.81910269999999, 145.2250555]",2,1,1,Apartment / Unit / Flat,OBrien Real Estate Wantirna,3134.0
6776,2/1 Herbert Street Ringwood VIC 3134,460,"[-37.80728879999999, 145.2407241]",3,2,2,Apartment / Unit / Flat,Biggin & Scott Boronia,3134.0
6777,1 Belle Vue Avenue Ringwood VIC 3134,480,"[-37.8216569, 145.2397532]",3,1,−,House,OBrien Real Estate Wantirna,3134.0
6778,6/28 New Street Ringwood VIC 3134,365,"[-37.8135972, 145.2195683]",2,1,1,Apartment / Unit / Flat,Noel Jones Ringwood & Croydon,3134.0
6779,4/8 Woodside Avenue Ringwood VIC 3134,410,"[-37.80876689999999, 145.2295613]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6780,1/10 Unsworth Road Ringwood North VIC 3134,750,"[-37.8001076, 145.23332]",3,2,2,Townhouse,hockingstuart Ringwood,3134.0
6781,179A Oban Road Ringwood North VIC 3134,500,"[-37.79294720000001, 145.2263739]",3,2,2,House,Barry Plant (Croydon Sales),3134.0
6782,7/12 Bourke Street Ringwood VIC 3134,470,"[-37.8127772, 145.2255814]",3,2,1,Townhouse,Philip Webb Mitcham,3134.0
6783,2/31 Heathmont Road Ringwood VIC 3134,600,"[-37.8193403, 145.2390626]",3,2,2,House,Biggin & Scott Mitcham,3134.0
6784,1/5 Collett Avenue Ringwood VIC 3134,750,"[-37.8005262, 145.2367319]",4,2,2,Townhouse,Philip Webb Mitcham,3134.0
6785,2 The Glade Ringwood North VIC 3134,420.00,"[-37.8056316, 145.2180883]",3,1,4,House,Jellis Craig Ringwood,3134.0
6786,3/15 Collett Avenue Ringwood VIC 3134,580,"[-37.8012909, 145.237764]",3,2,2,House,Hoskins Maroondah,3134.0
6787,209/21-23 Bourke Street Ringwood VIC 3134,440,"[-37.8130896, 145.2248257]",2,2,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6788,3/57 Heatherdale Road Ringwood VIC 3134,450.00,"[-37.8219023, 145.2137974]",2,1,1,Townhouse,Jellis Craig Whitehorse,3134.0
6789,1/12 Andrew Street Ringwood VIC 3134,390.00,"[-37.808219, 145.224843]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6790,17 Sunhill Avenue Ringwood VIC 3134,450.00,"[-37.7965966, 145.2421272]",3,1,2,Apartment / Unit / Flat,Jellis Craig Whitehorse,3134.0
6791,1/7 Unsworth Road Ringwood North VIC 3134,580,"[-37.8004252, 145.2323512]",3,2,2,House,Philip Webb Mitcham,3134.0
6792,2/12 Nelson Street Ringwood VIC 3134,480,"[-37.8113102, 145.2256378]",3,2,2,House,Philip Webb Mitcham,3134.0
6793,203/11-13 Bourke Street Ringwood VIC 3134,390,"[-37.8131962, 145.2256834]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6794,2/14 Bardia Street Ringwood VIC 3134,360,"[-37.8116719, 145.233351]",2,1,−,House,Philip Webb Mitcham,3134.0
6795,3/77 Maidstone Street Ringwood VIC 3134,520,"[-37.8310554, 145.2250792]",3,1,1,House,Philip Webb Mitcham,3134.0
6796,1/21 New Street Ringwood VIC 3134,370,"[-37.81365700000001, 145.22071]",2,1,1,House,Philip Webb Mitcham,3134.0
6797,10 Montgomery Street Ringwood VIC 3134,350.00,"[-37.8122474, 145.2221015]",3,1,−,House,Buxton Box Hill,3134.0
6798,3/1 Barkly Street Ringwood VIC 3134,440.00,"[-37.8209692, 145.2265837]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6799,3/34 Wantirna Road Ringwood VIC 3134,510,"[-37.8201398, 145.2268465]",3,2,2,Apartment / Unit / Flat,Harcourts Judd White,3134.0
6800,4/48 Arlington St Ringwood VIC 3134,650,"[-37.8191084, 145.2216268]",3,2,2,Townhouse,Weare Partners Property Group Pty Ltd,3134.0
6801,2/64 Bedford Road Ringwood VIC 3134,550,"[-37.8171165, 145.2391921]",3,2,2,Townhouse,hockingstuart Ringwood,3134.0
6802,17 Glen Cairn Avenue Ringwood VIC 3134,600,"[-37.8005643, 145.2438106]",4,2,2,House,Areal Property - Box Hill,3134.0
6803,3 Hugh Street Ringwood VIC 3134,440,"[-37.7966058, 145.2464006]",3,1,2,House,Philip Webb Mitcham,3134.0
6804,6/137 Warrandyte Road Ringwood North VIC 3134,485,"[-37.798975, 145.233403]",3,1,2,House,Ray White Croydon,3134.0
6805,3/16 Wantirna Road Ringwood VIC 3134,380.00,"[-37.8185731, 145.2267681]",2,1,1,Apartment / Unit / Flat,Jellis Craig Doncaster,3134.0
6806,4/20 Munro Street Ringwood VIC 3134,430,"[-37.80954699999999, 145.2214272]",2,1,2,Apartment / Unit / Flat,Philip Webb Mitcham,3134.0
6807,3 Hillcrest Avenue Ringwood VIC 3134,470,"[-37.8164857, 145.2148088]",3,1,2,House,Ray White Manningham,3134.0
6808,203/11-13 Bourke Street Ringwood VIC 3134,410,"[-37.8131962, 145.2256834]",2,1,1,Apartment / Unit / Flat,Jellis Craig Ringwood,3134.0
6809,2 Rupert Street Ringwood VIC 3134,425.00,"[-37.8076999, 145.240228]",5,2,−,House,Jellis Craig Ringwood,3134.0
6810,210A/1 Nelson Street Ringwood VIC 3134,415.00,"[-37.8120324, 145.2260603]",2,2,1,Apartment / Unit / Flat,hockingstuart Ringwood,3134.0
6811,16 Crawley Grove Ringwood North VIC 3134,630.00,"[-37.7894055, 145.2417387]",4,3,2,House,Jellis Craig Whitehorse,3134.0
6812,23 Grant Crescent West Ringwood VIC 3134,370.00,"[-37.8137971, 145.2144145]",3,1,1,House,Jellis Craig Ringwood,3134.0
6813,1/7 Bourke Street Ringwood VIC 3134,415.00,"[-37.813166, 145.2260286]",2,1,1,Apartment / Unit / Flat,Jellis Craig Doncaster,3134.0
6814,1/48 Arlington St Ringwood VIC 3134,620,"[-37.8191084, 145.2216268]",3,2,2,Townhouse,Weare Partners Property Group Pty Ltd,3134.0
6815,11 Zephyr Close Ringwood VIC 3134,450.00,"[-37.8089751, 145.2261918]",2,1,1,Townhouse,Jellis Craig Whitehorse,3134.0
6816,305/11-13 Bourke Street Ringwood VIC 3134,375.00,"[-37.8131962, 145.2256834]",1,1,1,Apartment / Unit / Flat,Jellis Craig Doncaster,3134.0
6817,14 Shasta Avenue Ringwood VIC 3134,380,"[-37.8169127, 145.2492496]",2,2,1,House,Barry Plant Monash,3134.0
6818,3 Nicholas Court Ringwood North VIC 3134,495,"[-37.8003705, 145.2161465]",4,2,2,House,Noel Jones Ringwood & Croydon,3134.0
6819,2 Haig Street Ringwood VIC 3134,520,"[-37.82078130000001, 145.2280138]",3,2,2,House,Ray White Wantirna,3134.0
6820,4/5-7 Browns Avenue Ringwood VIC 3134,430,"[-37.8125059, 145.2239572]",2,3,1,Apartment / Unit / Flat,Ray White Wantirna,3134.0
6821,3/12 Kirk Street Ringwood VIC 3134,575.00,"[0.0, 0.0]",4,3,2,House,Thomas Wong Real Estate,3134.0
6822,164 Mullum Mullum Road Ringwood VIC 3134,450,"[-37.7959619, 145.2464437]",3,1,4,House,Biggin & Scott Boroondara,3134.0
6823,9 LARISSA AVENUE Ringwood VIC 3134,450,"[-37.8117404, 145.2339696]",3,1,2,House,Independent Estate Agents,3134.0
6824,8/28 Nelson Street Ringwood VIC 3134,410.00,"[-37.8112301, 145.2238061]",2,1,1,Apartment / Unit / Flat,Woodards Camberwell,3134.0
6825,374 Maroondah Highway Ringwood VIC 3134,470,"[-37.8014022, 145.2498971]",3,1,2,House,Ray White Wantirna,3134.0
6826,1/166 Wantirna Road Ringwood VIC 3134,490,"[-37.8333594, 145.2271584]",3,2,2,Apartment / Unit / Flat,OBrien Real Estate - Blackburn,3134.0
6827,1/11 Woodside Avenue Ringwood VIC 3134,0,"[-37.809205, 145.228888]",3,1,2,House,Cedar Elm Property,3134.0
6828,104/3 New Street Ringwood VIC 3134,495,"[-37.8121971, 145.2210551]",3,2,1,Apartment / Unit / Flat,Selling Melbourne Real Estate ,3134.0
6829,15 Railway Avenue Ringwood East VIC 3135,475,"[-37.81420019999999, 145.2436811]",3,2,2,House,Fletchers Canterbury,3135.0
6830,8 Merry Street Ringwood East VIC 3135,550,"[-37.8145574, 145.2467027]",4,2,2,House,Fletchers Maroondah,3135.0
6831,29 Sunset Drive Heathmont VIC 3135,650,"[-37.8361757, 145.2386742]",3,2,4,House,Barry Plant Heathmont & Ringwood,3135.0
6832,2/14 Lois Street Ringwood East VIC 3135,410,"[-37.812881, 145.252679]",3,1,1,Apartment / Unit / Flat,McGrath Croydon,3135.0
6833,1/298 Canterbury Road Heathmont VIC 3135,450,"[-37.8326983, 145.2316471]",2,1,2,House,Philip Webb Mitcham,3135.0
6834,1/25 Highton Street Ringwood East VIC 3135,455,"[-37.812646, 145.2574518]",3,2,1,House,Philip Webb Mitcham,3135.0
6835,6 Lee Court Heathmont VIC 3135,470,"[-37.8269583, 145.2288769]",3,1,1,House,Philip Webb Mitcham,3135.0
6836,23 Marwarra Street Ringwood East VIC 3135,480,"[-37.8172986, 145.2421272]",3,1,2,House,Noel Jones Ringwood & Croydon,3135.0
6837,1/24A Kemps Street Ringwood East VIC 3135,330,"[-37.8025107, 145.2504354]",2,1,2,Apartment / Unit / Flat,Jellis Craig Ringwood,3135.0
6838,35 Railway Avenue Ringwood East VIC 3135,475,"[-37.8145651, 145.2413934]",3,1,2,House,Longview Real Estate,3135.0
6839,21 Shasta Avenue Ringwood East VIC 3135,370,"[-37.8149081, 145.2493791]",2,1,−,House,Jellis Craig Ringwood,3135.0
6840,13 Morinda Street Ringwood East VIC 3135,440.00,"[-37.8110699, 145.2585311]",3,1,1,House,Barry Plant (Croydon Sales),3135.0
6841,11 Russet Road Ringwood East VIC 3135,450.00,"[-37.8152033, 145.2510194]",3,1,2,House,hockingstuart Ringwood,3135.0
6842,1 Bronhill Road Ringwood East VIC 3135,450,"[-37.7972417, 145.256243]",3,1,1,House,Philip Webb Mitcham,3135.0
6843,2/37 Canterbury Road Ringwood East VIC 3135,400,"[-37.8247849, 145.2523793]",2,1,1,Apartment / Unit / Flat,D - Australia Real Estate,3135.0
6844,2/100 Mt Dandenong Road Ringwood East VIC 3135,400,"[-37.80871, 145.251103]",2,1,1,Apartment / Unit / Flat,Barry Plant (Croydon Sales),3135.0
6845,2/276 Canterbury Road Heathmont VIC 3135,450,"[-37.832857, 145.234187]",2,1,2,House,Philip Webb Mitcham,3135.0
6846,20 Hill Street Ringwood East VIC 3135,430,"[-37.8157574, 145.2413503]",3,1,1,House,Jellis Craig Ringwood,3135.0
6847,76 Cuthbert Street Heathmont VIC 3135,420.00,"[-37.83433309999999, 145.238631]",2,1,1,House,Barry Plant (Croydon Sales),3135.0
6848,2/16 Mirabel Avenue Ringwood East VIC 3135,480,"[-37.805718, 145.256837]",3,1,1,House,Philip Webb Mitcham,3135.0
6849,1/19 Ross Crescent Heathmont VIC 3135,415,"[-37.8309453, 145.2338833]",2,1,1,Townhouse,Philip Webb Mitcham,3135.0
6850,2/6 Braeside Avenue Ringwood East VIC 3135,390.00,"[-37.8106278, 145.2420737]",2,1,1,Apartment / Unit / Flat,hockingstuart Ringwood,3135.0
6851,3/5 Fremont Street Heathmont VIC 3135,415,"[-37.8215156, 145.2455826]",2,1,2,Apartment / Unit / Flat,Barry Plant Heathmont & Ringwood,3135.0
6852,1/101 Great Ryrie Street Heathmont VIC 3135,380,"[-37.8303797, 145.2376383]",2,1,1,House,Philip Webb Mitcham,3135.0
6853,3/20 Mt Dandenong Road Ringwood East VIC 3135,450.00,"[-37.8120189, 145.2416524]",2,1,2,Townhouse, Woodards Manningham ,3135.0
6854,2/5 Bona Street Ringwood East VIC 3135,630,"[-37.8092162, 145.2521418]",4,2,2,House,Visser Estate Agents,3135.0
6855,1/5 Bona Street Ringwood East VIC 3135,580,"[-37.8092162, 145.2521418]",3,2,2,House,Visser Estate Agents,3135.0
6856,4 Allaware Avenue Croydon VIC 3136,500,"[-37.8032074, 145.2998567]",3,1,2,House,Fletchers Maroondah,3136.0
6857,11 Maggs Street Croydon VIC 3136,450,"[-37.7920016, 145.2565452]",3,1,2,House,Fletchers Maroondah,3136.0
6858,2/29 Haig Street Croydon VIC 3136,390,"[-37.7936142, 145.287044]",2,1,1,Townhouse,McGrath Croydon,3136.0
6859,1/175 Maroondah Highway Croydon VIC 3136,390,"[-37.7857788, 145.2762256]",2,1,1,Apartment / Unit / Flat,McGrath Croydon,3136.0
