School_Name,Education_Sector,School_Type,Postcode,Longitude,Latitude
Bairnsdale Christian Community School,Independent,Pri/Sec,3875,147.57835,-37.84122
East Preston Islamic College,Independent,Pri/Sec,3072,145.03622,-37.73395
Clairvaux Catholic School,Catholic,Primary,3216,144.3249,-38.18552
Dandenong Ranges Steiner School,Independent,Primary,3782,145.38821,-37.95976
Aitken College,Independent,Pri/Sec,3059,144.8907,-37.62771
Alia College,Independent,Secondary,3123,145.04517,-37.84322
Ballarat Steiner School,Independent,Primary,3350,143.8622,-37.64076
Christ the Priest Catholic Primary School,Catholic,Primary,3023,144.73744,-37.74772
Freshwater Creek Steiner School,Independent,Primary,3216,144.27974,-38.26332
Gisborne Montessori School,Independent,Pri/Sec,3438,144.60001,-37.45339
Mt Hira College,Independent,Pri/Sec,3173,145.17547,-38.01399
Lumen Christi School,Catholic,Primary,3030,144.75334,-37.8926
Trinity Catholic Primary School,Catholic,Primary,3805,145.29799,-38.05539
Columba Catholic School,Catholic,Primary,3815,145.71586,-38.09326
Stott's College,Independent,Secondary,3000,144.97056,-37.81154
OneSchool Global Vic,Independent,Pri/Sec,3337,144.5424,-37.6863
Kamaruka,Independent,Special,3141,144.99768,-37.83762
Geelong Baptist College,Independent,Pri/Sec,3221,144.33029,-38.06714
Lavalla Catholic College,Catholic,Secondary,3844,146.51425,-38.2009
Mildura Christian College,Independent,Pri/Sec,3498,142.14532,-34.24742
Haileybury Girls College,Independent,Pri/Sec,3173,145.14477,-37.99555
Antonine College,Catholic,Pri/Sec,3044,144.94274,-37.74119
Ozford College,Independent,Secondary,3000,144.95442,-37.81289
Berry Street Victoria Inc,Independent,Special,3805,145.30575,-38.03025
Yesodei HaTorah College,Independent,Pri/Sec,3184,144.98349,-37.87323
Cana Catholic Primary School,Catholic,Primary,3037,144.74715,-37.68792
Holmes Grammar School,Independent,Secondary,3000,144.97227,-37.8103
St Luke's Catholic Primary School,Catholic,Primary,3631,145.41203,-36.32432
"St Francis of Assisi Primary School, Wodonga",Catholic,Primary,3691,146.93993,-36.17389
Indie School Wodonga,Independent,Special,3690,146.8894,-36.11803
Marymede Catholic College,Catholic,Pri/Sec,3752,145.09103,-37.64332
Stella Maris Catholic Primary School,Catholic,Primary,3030,144.72868,-37.89076
Lakeside College,Independent,Pri/Sec,3810,145.45593,-38.06492
Trinity Catholic School,Catholic,Primary,3121,145.00824,-37.81585
DOXA School Bendigo,Catholic,Special,3550,144.28602,-36.75554
Beechworth Montessori School,Independent,Primary,3747,146.69353,-36.36669
Balcombe Grammar School,Independent,Pri/Sec,3934,145.03269,-38.27325
Catholic Regional College Caroline Springs,Catholic,Secondary,3023,144.7396,-37.72888
Ballarat Christian College,Independent,Pri/Sec,3356,143.84381,-37.59292
Deutsche Schule Melbourne,Independent,Primary,3068,144.98277,-37.77883
Emmaus Catholic Primary School,Catholic,Primary,3350,143.87158,-37.61258
EdSpace,Independent,Special,3672,145.9843,-36.54767
Kolbe Catholic College,Catholic,Secondary,3059,144.90947,-37.61532
Hume Anglican Grammar,Independent,Pri/Sec,3064,144.93125,-37.56798
Lighthouse Christian College Cranbourne,Independent,Pri/Sec,3977,145.3073,-38.14
Mother Teresa School,Catholic,Primary,3064,144.93276,-37.57522
Geelong Lutheran College,Independent,Pri/Sec,3217,144.33707,-38.23046
Our Lady of the Southern Cross,Catholic,Primary,3024,144.60622,-37.87585
Daylesford Dharma School,Independent,Primary,3461,144.16595,-37.34233
St George Preca School,Catholic,Primary,3023,144.73671,-37.71349
St Joseph's School,Catholic,Primary,3754,145.0906,-37.59574
Al Siraat College,Independent,Pri/Sec,3076,145.03753,-37.62426
Community College Gippsland Ltd| ECG Community College,Independent,Special,3820,145.92622,-38.17823
"Borinya, Wangaratta Community Partnership",Catholic,Special,3676,146.30898,-36.33783
Woodleigh School,Independent,Pri/Sec,3911,145.17465,-38.1926
Shepparton ACE Secondary College,Independent,Secondary,3630,145.4017,-36.37766
St Brigid's School,Catholic,Primary,3809,145.40567,-38.05462
St Francis de Sales Catholic Primary School,Catholic,Primary,3975,145.25248,-38.05901
St Lawrence Catholic Primary School,Catholic,Primary,3026,144.76052,-37.79068
Heritage College Knox,Independent,Primary,3156,145.28649,-37.88729
Melbourne Grammar School,Independent,Pri/Sec,3004,144.97709,-37.83359
Islamic College of Melbourne,Independent,Pri/Sec,3029,144.66038,-37.85424
Southern Cross Grammar,Independent,Pri/Sec,3023,144.7396,-37.71396
MacKillop Specialist School,Catholic,Special,3219,144.38711,-38.17432
Cornish College,Independent,Pri/Sec,3175,145.14876,-38.0492
Melbourne Montessori School,Independent,Pri/Sec,3162,145.02567,-37.88817
St Francis of Assisi Catholic Primary School,Catholic,Primary,3029,144.69823,-37.84829
St Joseph's Flexible Learning Centre Melbourne,Catholic,Special,3051,144.95494,-37.80384
Glenroy Private,Independent,Pri/Sec,3046,144.92926,-37.69777
Cathedral College Wangaratta,Independent,Pri/Sec,3676,146.32991,-36.38595
Koonwarra Village School,Independent,Primary,3954,145.94392,-38.54791
Divrei Emineh,Independent,Pri/Sec,3204,145.03508,-37.9036
Wild Cherry School,Independent,Primary,3875,147.6078,-37.82106
Australian Christian College Hume,Independent,Pri/Sec,3672,145.99905,-36.54745
St Mary of the Cross MacKillop Catholic Parish Primary School,Catholic,Primary,3076,145.0126,-37.626
St Mary of the Cross Catholic Primary School,Catholic,Primary,3030,144.76595,-37.9088
St Thomas the Apostle Catholic Primary School,Catholic,Primary,3977,145.31704,-38.11617
Cire Community School | Cire Training,Independent,Special,3140,145.35054,-37.7574
St John the Apostle Catholic Primary School,Catholic,Primary,3029,144.66571,-37.83342
St Clare's Catholic Primary School,Catholic,Primary,3029,144.72821,-37.84381
St Clare's Primary School,Catholic,Primary,3809,145.43271,-38.06277
St Paul the Apostle Catholic Primary School,Catholic,Primary,3754,145.11522,-37.59693
Cobram Anglican Grammar School,Independent,Primary,3644,145.66006,-35.92428
Marist College Bendigo,Catholic,Pri/Sec,3551,144.22169,-36.73171
Heatherton Christian College,Independent,Pri/Sec,3169,145.11136,-37.95784
Melbourne Indigenous Transition School,Independent,Special,3121,144.98926,-37.81954
Alice Miller School,Independent,Pri/Sec,3440,144.53319,-37.4457
Hoa Nghiem Primary School,Independent,Primary,3172,145.14879,-37.96694
Al Iman College,Independent,Pri/Sec,3338,144.56548,-37.70712
Edinburgh College,Independent,Pri/Sec,3140,145.35199,-37.78489
Giant Steps Melbourne,Independent,Primary,3101,145.03148,-37.80222
Harkaway Hills College,Independent,Pri/Sec,3804,145.31587,-37.97749
Newmark Primary,Independent,Primary,3016,144.9052,-37.86311
Phillip Island Village School,Independent,Primary,3922,145.20147,-38.50776
Advance College of Education Incorporated,Independent,Special,3939,144.88506,-38.38285
Preston Reservoir Adult Community Education Inc | Prace College,Independent,Special,3073,145.00926,-37.6987
River Nile School,Independent,Special,3051,144.95509,-37.80519
Brotherhood of St Laurence|David Scott School,Independent,Special,3199,145.11925,-38.14825
Hester Hornbrook Academy,Independent,Special,3000,144.95615,-37.81654
SEDA College (Victoria),Independent,Secondary,3123,145.05401,-37.83071
Siena Catholic Primary School,Catholic,Primary,3350,143.78041,-37.54597
Cheder Levi Yitzchok Inc,Independent,Pri/Sec,3182,144.99191,-37.86057
Oscar Romero Catholic Primary School,Catholic,Primary,3064,144.8961,-37.58197
St Mary MacKillop Catholic Primary School,Catholic,Primary,3331,144.1701,-38.04693
Our Lady of the Way Catholic Primary School,Catholic,Primary,3756,144.99984,-37.4241
Lisieux Catholic Primary School,Catholic,Primary,3228,144.33228,-38.30332
Our Lady Star of the Sea Catholic Primary School,Catholic,Primary,3922,145.2398,-38.4637
Fernbrook School,Independent,Pri/Sec,3154,145.32148,-37.86007
St Anne's College,Catholic,Pri/Sec,3631,145.40034,-36.43612
Holy Trinity Catholic Primary School,Catholic,Primary,3429,144.70532,-37.58479
Glowrey Catholic Primary School,Catholic,Primary,3750,145.03178,-37.61582
Fitra Community School,Independent,Primary,3169,145.13932,-37.94484
Clyde Grammar,Independent,Primary,3978,145.37876,-38.10602
St Catherine of Siena Catholic Primary School,Catholic,Primary,3217,144.36945,-38.24009
Village High School,Independent,Secondary,3992,145.55883,-38.52856
Iona College Geelong,Catholic,Secondary,3217,144.35671,-38.21912
Tombolo Academy,Independent,Special,3188,145.0235,-37.93846
Djerriwarrh Community & Education Services | Djerriwarrh Community College,Independent,Secondary,3337,144.57797,-37.68674
Lyrebird College,Independent,Special,3770,145.38232,-37.73335
St Josephs Catholic Primary School,Catholic,Primary,3030,144.61028,-37.9033
Youth2Industry College,Independent,Secondary,3205,144.96665,37.83731
St Angela of the Cross Primary School,Catholic,Primary,3820,145.96161,-38.14153
My College,Independent,Primary,3047,144.92369,-37.67575
Woodline Primary,Independent,Primary,3221,144.28535,-38.17178
Ignatius Learning Centre,Catholic,Secondary,3121,144.99848,-37.82191
Muhammadiyah Australia College,Independent,Primary,3337,144.60498,-37.68243
St Lawrence of Brindisi Catholic Primary School,Catholic,Primary,3338,144.57246,-37.73305
Lysterfield Lake College,Independent,Primary,3804,145.31604,-37.97748
Plenty River College,Independent,Secondary,3752,145.08148,-37.64875
Holy Cross Catholic Primary School,Catholic,Primary,3064,144.9052,-37.53046
Sidrah Gardens School,Independent,Primary,3804,145.31589,-37.97324
Mountain District Community College,Independent,Secondary,3156,145.29327,-37.88319
