School_Name,Education_Sector,School_Type,Postcode,Longitude,Latitude
Marlborough Primary School,Government,Primary,3135,145.23294,-37.83641
Stevensville Primary School,Government,Primary,3021,144.78121,-37.7361
Birmingham Primary School,Government,Primary,3796,145.36852,-37.77958
Woodville Primary School,Government,Primary,3029,144.69123,-37.88377
Glengala Primary School,Government,Primary,3020,144.81407,-37.79899
Karingal Heights Primary School,Government,Primary,3199,145.16681,-38.14148
Wallarano Primary School,Government,Primary,3174,145.17082,-37.97962
Victoria Road Primary School,Government,Primary,3140,145.33611,-37.75518
Mooroolbark East Primary School,Government,Primary,3138,145.3357,-37.7868
Ardeer South Primary School,Government,Primary,3020,144.799,-37.7884
Gladesville Primary School,Government,Primary,3137,145.32291,-37.8111
Falls Creek Primary School,Government,Primary,3699,147.27976,-36.86431
Debney Meadows Primary School,Government,Primary,3031,144.93515,-37.78598
Fountain Gate Primary School,Government,Primary,3805,145.2952,-38.00942
Tinternvale Primary School,Government,Primary,3135,145.26534,-37.81841
Grovedale West Primary School,Government,Primary,3216,144.32895,-38.20828
Baringa Special School,Government,Special,3825,146.2572,-38.19174
Naranga Special School,Government,Special,3199,145.163,-38.14716
Kent Park Primary School,Government,Primary,3156,145.26273,-37.88349
Deer Park North Primary School,Government,Primary,3023,144.77403,-37.75614
Rosewood Downs Primary School,Government,Primary,3175,145.21346,-37.94411
Mooroopna Park Primary School,Government,Primary,3629,145.34594,-36.3801
Coburn Primary School,Government,Primary,3338,144.57266,-37.69487
Manorvale Primary School,Government,Primary,3030,144.64389,-37.89406
Gladstone Views Primary School,Government,Primary,3043,144.89837,-37.68901
Wheelers Hill Primary School,Government,Primary,3150,145.17759,-37.90017
Ashwood School,Government,Special,3147,145.10716,-37.85966
Broadmeadows Valley Primary School,Government,Primary,3047,144.9141,-37.6814
Bulleen Heights School,Government,Special,3105,145.09506,-37.76329
Kingston Heath Primary School,Government,Primary,3192,145.07907,-37.96278
Andersons Creek Primary School,Government,Primary,3113,145.20768,-37.74822
Waverley Meadows Primary School,Government,Primary,3150,145.18428,-37.91475
Kingswood Primary School,Government,Primary,3172,145.1238,-37.983
Ascot Vale Heights School,Government,Special,3032,144.93236,-37.77682
Camelot Rise Primary School,Government,Primary,3150,145.18777,-37.86528
Livingstone Primary School,Government,Primary,3133,145.18067,-37.85289
Churchill North Primary School,Government,Primary,3842,146.41695,-38.30464
St Albans Meadows Primary School,Government,Primary,3021,144.81778,-37.75337
Silverton Primary School,Government,Primary,3174,145.19288,-37.94923
Kalinda Primary School,Government,Primary,3134,145.25483,-37.7893
Whittington Primary School,Government,Primary,3219,144.39501,-38.17815
Coldstream Primary School,Government,Primary,3770,145.38271,-37.73256
Templestowe Park Primary School,Government,Primary,3106,145.14326,-37.75627
River Gum Primary School,Government,Primary,3976,145.26051,-38.03465
Regency Park Primary School,Government,Primary,3152,145.23616,-37.85487
Dorset Primary School,Government,Primary,3136,145.28575,-37.81008
Eastbourne Primary School,Government,Primary,3940,144.8835,-38.37376
Thomastown Meadows Primary School,Government,Primary,3074,144.9931,-37.68259
Kingsley Park Primary School,Government,Primary,3199,145.1557,-38.16808
James Cook Primary School,Government,Primary,3802,145.24585,-37.97906
Movelle Primary School,Government,Primary,3021,144.77536,-37.73771
Mount Eliza North Primary School,Government,Primary,3930,145.10054,-38.1884
Melrose Primary School,Government,Primary,3690,146.86142,-36.1305
Yarrabah School,Government,Special,3195,145.09669,-38.01399
Frankston Special Developmental School,Government,Special,3199,145.1702,-38.1433
Waratah Special Developmental School,Government,Special,3081,145.04074,-37.75629
Port Phillip Specialist School,Government,Special,3207,144.94197,-37.83679
Cobram and District Specialist School,Government,Special,3644,145.65158,-35.92582
Monash Special Developmental School,Government,Special,3150,145.1658,-37.90698
Iramoo Primary School,Government,Primary,3024,144.62857,-37.89587
Verney Road School,Government,Special,3630,145.41529,-36.36744
Weeden Heights Primary School,Government,Primary,3133,145.17764,-37.85916
Mill Park Primary School,Government,Primary,3082,145.06588,-37.67461
Diamond Valley Special Developmental School,Government,Special,3088,145.11165,-37.68675
Melton Specialist School,Government,Special,3337,144.56822,-37.68057
Springvale Park Special Developmental School,Government,Special,3171,145.15431,-37.94936
Warringa Park School,Government,Special,3029,144.68759,-37.88404
Serpell Primary School,Government,Primary,3106,145.15557,-37.7699
Mount Martha Primary School,Government,Primary,3934,145.01373,-38.27556
Altona Meadows Primary School,Government,Primary,3028,144.77973,-37.86869
The Patch Primary School,Government,Primary,3792,145.39284,-37.89242
Sale and District Specialist School,Government,Special,3850,147.07075,-38.08164
Jells Park Primary School,Government,Primary,3150,145.19285,-37.90284
Albanvale Primary School,Government,Primary,3021,144.77442,-37.74402
Kismet Park Primary School,Government,Primary,3429,144.72867,-37.56525
Sovereign Hill School,Government,Camp,3350,143.86526,-37.57582
Kunyung Primary School,Government,Primary,3930,145.07623,-38.18768
Apollo Parkways Primary School,Government,Primary,3088,145.10987,-37.68739
Mandama Primary School,Government,Primary,3216,144.32788,-38.2004
Bethal Primary School,Government,Primary,3048,144.91782,-37.6592
Cranbourne West Primary School,Government,Primary,3977,145.26772,-38.10271
Patterson Lakes Primary School,Government,Primary,3197,145.14479,-38.06984
Seaford Park Primary School,Government,Primary,3198,145.15444,-38.10504
Billanook Primary School,Government,Primary,3765,145.33925,-37.82495
Chirnside Park Primary School,Government,Primary,3116,145.31134,-37.75007
Bass Valley Primary School,Government,Primary,3984,145.48877,-38.43123
Templeton Primary School,Government,Primary,3152,145.23229,-37.86094
Sunbury Heights Primary School,Government,Primary,3429,144.70696,-37.58114
Darley Primary School,Government,Primary,3340,144.43691,-37.65528
Delacombe Primary School,Government,Primary,3356,143.81853,-37.58478
Wallaroo Primary School,Government,Primary,3915,145.17275,-38.29789
Mossgiel Park Primary School,Government,Primary,3802,145.26772,-37.96839
Wedge Park Primary School,Government,Primary,3337,144.55421,-37.67562
Appin Park Primary School,Government,Primary,3677,146.30071,-36.34159
Croydon Special Developmental School,Government,Special,3136,145.28078,-37.81563
Milgate Primary School,Government,Primary,3109,145.17519,-37.7738
Berwick Lodge Primary School,Government,Primary,3806,145.32743,-38.03114
Furlong Park School For Deaf Children,Government,Special,3020,144.8271,-37.76144
Jennings Street School,Government,Special,3028,144.77363,-37.85635
Sunbury And Macedon Ranges Specialist School,Government,Special,3429,144.72933,-37.59602
Northern School For Autism,Government,Special,3073,145.02993,-37.70059
Latrobe Special Developmental School,Government,Special,3844,146.53222,-38.20543
Belvoir Wodonga Special Developmental School,Government,Special,3690,146.85454,-36.12321
Botanic Ridge Primary School,Government,Primary,3977,145.28805,-38.15007
Burwood East Special Developmental School,Government,Special,3151,145.14212,-37.8572
Wangaratta District Specialist School,Government,Special,3677,146.30016,-36.34379
Meadow Heights Primary School,Government,Primary,3048,144.92384,-37.65042
Bundarra Primary School,Government,Primary,3305,141.59245,-38.36224
Peninsula Specialist College,Government,Special,3936,145.01011,-38.34184
Chalcot Lodge Primary School,Government,Primary,3802,145.2477,-37.96973
Rangebank Primary School,Government,Primary,3977,145.27622,-38.08736
Knox Gardens Primary School,Government,Primary,3152,145.22958,-37.88228
Southern Cross Primary School,Government,Primary,3802,145.26441,-37.98823
Kings Park Primary School,Government,Primary,3021,144.76754,-37.73315
Dandenong Valley Special Developmental School,Government,Special,3805,145.296,-38.0076
Mornington Special Developmental School,Government,Special,3931,145.05718,-38.22611
Bayside Special Developmental School,Government,Special,3189,145.0568,-37.94336
Rolling Hills Primary School,Government,Primary,3138,145.32684,-37.76651
Craigieburn South Primary School,Government,Primary,3064,144.93585,-37.60875
Findon Primary School,Government,Primary,3082,145.05107,-37.6665
Loch Sport Primary School,Government,Primary,3851,147.56717,-38.05819
Yarra Ranges Special Developmental School,Government,Special,3796,145.38487,-37.77502
Colac Specialist School,Government,Special,3250,143.58902,-38.34571
Goonawarra Primary School,Government,Primary,3429,144.75105,-37.58052
Mildura Specialist School,Government,Special,3500,142.14364,-34.19988
Southern Autistic School,Government,Special,3165,145.06208,-37.92672
Bellbridge Primary School,Government,Primary,3029,144.71078,-37.87108
Croydon Hills Primary School,Government,Primary,3136,145.27204,-37.77668
Kurunjang Primary School,Government,Primary,3337,144.58632,-37.67057
Langwarrin Park Primary School,Government,Primary,3910,145.2025,-38.15092
Taylors Lakes Primary School,Government,Primary,3038,144.79377,-37.70965
Glen Katherine Primary School,Government,Primary,3095,145.13984,-37.68998
Coburg Special Developmental School,Government,Special,3058,144.95174,-37.73292
Broadmeadows Special Developmental School,Government,Special,3047,144.9141,-37.68165
Sunshine Special Developmental School,Government,Special,3020,144.81989,-37.80343
Swan Hill Specialist School,Government,Special,3585,143.54509,-35.34924
Richmond Primary School,Government,Primary,3121,144.99907,-37.82957
Yarra Primary School,Government,Primary,3121,145.00748,-37.81464
Skene Street School Stawell,Government,Special,3380,142.78383,-37.05767
Horsham Special School,Government,Special,3400,142.18678,-36.70784
Hampden Specialist School,Government,Special,3266,143.06466,-38.32356
Merri River School,Government,Special,3280,142.48177,-38.35498
Yarraville Special Developmental School,Government,Special,3013,144.88365,-37.81791
Clifton Springs Primary School,Government,Primary,3222,144.55314,-38.16566
Park Ridge Primary School,Government,Primary,3178,145.26246,-37.91841
Portland Bay School,Government,Special,3305,141.59756,-38.34633
Hamilton Parklands School,Government,Special,3300,142.02246,-37.72686
Merriang Special Developmental School,Government,Special,3075,145.01508,-37.66724
Orchard Grove Primary School,Government,Primary,3130,145.14653,-37.84023
Meadowglen Primary School,Government,Primary,3076,145.05309,-37.64275
Altona Green Primary School,Government,Primary,3028,144.78492,-37.88677
Boroondara Park Primary School,Government,Primary,3104,145.08789,-37.78944
Warragul & District Specialist School,Government,Special,3820,145.92506,-38.16489
Western Autistic School,Government,Special,3028,144.77807,-37.85078
Warracknabeal Special Developmental School,Government,Special,3393,142.39075,-36.25761
Coral Park Primary School,Government,Primary,3976,145.27435,-38.04385
Maramba Primary School,Government,Primary,3805,145.30412,-38.00344
Thomas Mitchell Primary School,Government,Primary,3802,145.27391,-37.98056
Karoo Primary School,Government,Primary,3178,145.26328,-37.90532
Mackellar Primary School,Government,Primary,3037,144.77753,-37.71723
Bendigo Special Developmental School,Government,Special,3555,144.24015,-36.79587
Echuca Twin Rivers Specialist School,Government,Special,3564,144.72461,-36.13829
Aspendale Gardens Primary School,Government,Primary,3195,145.1168,-38.02251
Berwick Fields Primary School,Government,Primary,3806,145.33439,-38.04874
Brentwood Park Primary School,Government,Primary,3806,145.34777,-38.05298
Eastern Ranges School,Government,Special,3156,145.28492,-37.88042
Edgars Creek Primary School,Government,Primary,3750,145.00257,-37.60984
Eynesbury Primary School,Government,Primary,3338,144.54755,-37.78994
Cambridge Primary School,Government,Primary,3029,144.67569,-37.86739
Rowellyn Park Primary School,Government,Primary,3201,145.19245,-38.10442
Baden Powell P-9 College,Government,Pri/Sec,3029,144.69102,-37.85984
Woodlands Primary School,Government,Primary,3910,145.20502,-38.13568
Mill Park Heights Primary School,Government,Primary,3082,145.05175,-37.65733
Monmia Primary School,Government,Primary,3038,144.79205,-37.71727
Seabrook Primary School,Government,Primary,3028,144.7579,-37.87884
Willmott Park Primary School,Government,Primary,3064,144.92259,-37.59178
Thomas Chirnside Primary School,Government,Primary,3030,144.63788,-37.9032
Heany Park Primary School,Government,Primary,3178,145.24288,-37.93392
Ranfurly Primary School,Government,Primary,3500,142.1339,-34.19367
Kilberry Valley Primary School,Government,Primary,3976,145.27957,-38.03416
Killara Primary School,Government,Primary,3429,144.70458,-37.56379
Surfside Primary School,Government,Primary,3226,144.54166,-38.26145
Orchard Park Primary School,Government,Primary,3809,145.39659,-38.05488
Riverwalk Primary School,Government,Primary,3030,144.63933,-37.92103
Niddrie Autistic School,Government,Special,3042,144.88706,-37.74393
Oatlands Primary School,Government,Primary,3805,145.31619,-38.00644
Westgrove Primary School,Government,Primary,3030,144.65953,-37.8785
Peranbin Primary College,Government,Primary,3669,145.71697,-36.63424
Barwon Valley School,Government,Special,3216,144.32804,-38.17878
Pentland Primary School,Government,Primary,3340,144.42318,-37.65586
Pakenham Hills Primary School,Government,Primary,3810,145.49442,-38.06063
Courtenay Gardens Primary School,Government,Primary,3977,145.28345,-38.08012
Somerville Rise Primary School,Government,Primary,3912,145.16775,-38.23003
Derrinallum P-12 College,Government,Pri/Sec,3325,143.21674,-37.93959
Mortlake P-12 College,Government,Pri/Sec,3272,142.80955,-38.08637
Branxholme-Wallacedale Community School,Government,Primary,3302,141.79872,-37.85635
Mount Duneed Regional Primary School,Government,Primary,3217,144.31968,-38.24124
Grasmere Primary School,Government,Primary,3281,142.52288,-38.28599
Narrawong District Primary School,Government,Primary,3285,141.71658,-38.25268
Canadian Lead Primary School,Government,Primary,3350,143.87591,-37.57297
Caledonian Primary School,Government,Primary,3350,143.89424,-37.55542
Grayling Primary School,Government,Primary,3978,145.37283,-38.08273
Tempy Primary School,Government,Primary,3489,142.42708,-35.34395
Rawson Primary School,Government,Primary,3825,146.39897,-37.95912
Bundalaguah Primary School,Government,Primary,3851,147.0121,-38.0235
Lardner and District Primary School,Government,Primary,3821,145.88035,-38.20464
Nambrok Denison Primary School,Government,Primary,3847,146.87481,-38.05399
Welshpool and District Primary School,Government,Primary,3966,146.43111,-38.66552
Whitfield District Primary School,Government,Primary,3733,146.41206,-36.76558
Greta Valley Primary School,Government,Primary,3675,146.23636,-36.61784
Everton Primary School,Government,Primary,3678,146.54454,-36.43532
Waaia Yalca South Primary School,Government,Primary,3637,145.32862,-36.05147
Nangiloc Colignan and District Primary School,Government,Primary,3494,142.35779,-34.47385
Tyrrell College,Government,Pri/Sec,3533,142.85352,-35.50928
Harcourt Valley Primary School,Government,Primary,3453,144.25723,-37.00297
Beverford District Primary School,Government,Primary,3590,143.47891,-35.23248
Niddrie Primary School,Government,Primary,3042,144.87843,-37.73085
Keelonith Primary School,Government,Primary,3059,144.87884,-37.6232
Lucas Primary School,Government,Primary,3350,143.7804,-37.54796
Toolern Vale and District Primary School,Government,Primary,3337,144.59423,-37.60627
Parkhill Primary School,Government,Primary,3147,145.10687,-37.86288
Kananook Primary School,Government,Primary,3198,145.13174,-38.12516
Roberts McCubbin Primary School,Government,Primary,3128,145.12521,-37.83477
Meeniyan Primary School,Government,Primary,3956,146.01518,-38.57934
Bayles Regional Primary School,Government,Primary,3981,145.56603,-38.17604
Le Page Primary School,Government,Primary,3192,145.06814,-37.95926
Powlett River Primary School,Government,Primary,3992,145.5462,-38.56035
Glen Waverley Primary School,Government,Primary,3150,145.16759,-37.87472
Carrington Primary School,Government,Primary,3180,145.24649,-37.89148
Albany Rise Primary School,Government,Primary,3170,145.17289,-37.92812
Amsleigh Park Primary School,Government,Primary,3166,145.10878,-37.90032
Knox Central Primary School,Government,Primary,3155,145.25498,-37.86116
Mount Waverley North Primary School,Government,Primary,3149,145.14135,-37.86802
Rangeview Primary School,Government,Primary,3132,145.2063,-37.82958
Edenhope College,Government,Pri/Sec,3318,141.29856,-37.03343
Murrayville Community College,Government,Pri/Sec,3512,141.17734,-35.26557
Hawkesdale P12 College,Government,Pri/Sec,3287,142.31917,-38.10698
Carwatha College P-12,Government,Pri/Sec,3174,145.18873,-37.94284
Glen Waverley South Primary School,Government,Primary,3150,145.16761,-37.89686
Streeton Primary School,Government,Primary,3085,145.10222,-37.72156
Woorinen District Primary School,Government,Primary,3588,143.45374,-35.29041
Woady Yaloak Primary School,Government,Primary,3351,143.6843,-37.64352
Millwarra Primary School,Government,Primary,3799,145.65186,-37.75279
Gormandale And District Primary School,Government,Primary,3873,146.70321,-38.29418
Roxburgh Homestead Primary School,Government,Primary,3064,144.91628,-37.63206
Newcomb Primary School,Government,Primary,3219,144.39495,-38.16516
Dinjerra Primary School,Government,Primary,3019,144.85612,-37.79169
Belle Vue Park Primary School,Government,Primary,3046,144.94394,-37.7012
Doncaster Gardens Primary School,Government,Primary,3109,145.1479,-37.78161
Nyah District Primary School,Government,Primary,3595,143.34319,-35.18608
Strathaird Primary School,Government,Primary,3805,145.28692,-38.06312
Marnebek School Cranbourne,Government,Special,3977,145.2965,-38.1102
Great Ryrie Primary School,Government,Primary,3135,145.23763,-37.8238
Timbarra P-9 College,Government,Pri/Sec,3806,145.32263,-38.01557
Parkwood Green Primary School,Government,Primary,3037,144.74446,-37.69921
Hillsmeade Primary School,Government,Primary,3805,145.30746,-38.06472
Roxburgh Park Primary School,Government,Primary,3064,144.9314,-37.63424
Carranballac P-9 College,Government,Pri/Sec,3030,144.74313,-37.88474
Benton Junior College,Government,Primary,3931,145.06111,-38.24595
Caulfield Primary School,Government,Primary,3162,145.02003,-37.88805
East Gippsland Specialist School,Government,Special,3875,147.599,-37.82871
Roxburgh Rise Primary School,Government,Primary,3064,144.9235,-37.61621
Lynbrook Primary School,Government,Primary,3975,145.24899,-38.05239
South Gippsland Specialist School,Government,Special,3953,145.95729,-38.47819
Laurimar Primary School,Government,Primary,3754,145.12687,-37.58582
Truganina South Primary School,Government,Primary,3029,144.72565,-37.86453
Kororoit Creek Primary School,Government,Primary,3023,144.75458,-37.73503
Harvest Home Primary School,Government,Primary,3076,145.00226,-37.62208
Truganina P-9 College,Government,Pri/Sec,3029,144.71909,-37.83877
Burnside Primary School,Government,Primary,3023,144.75289,-37.74566
Berwick Chase Primary School,Government,Primary,3806,145.34696,-38.06743
Pakenham Lakeside Primary School,Government,Primary,3810,145.439,-38.06846
Davis Creek Primary School,Government,Primary,3029,144.66024,-37.85588
Pakenham Springs Primary School,Government,Primary,3810,145.47008,-38.08451
Taylors Hill Primary School,Government,Primary,3037,144.7599,-37.71669
Cranbourne Carlisle Primary School,Government,Primary,3977,145.28906,-38.08753
Aurora School,Government,Special,3130,145.15079,-37.84018
Derrimut Primary School,Government,Primary,3026,144.7632,-37.78927
Epping Views Primary School,Government,Primary,3076,145.02402,-37.62844
Echuca Twin Rivers Primary School,Government,Primary,3564,144.72467,-36.13772
Cranbourne East Primary School,Government,Primary,3977,145.30444,-38.10628
Yuille Park P-8 Community College,Government,Pri/Sec,3355,143.8204,-37.5275
Lyndhurst Primary School,Government,Primary,3975,145.25408,-38.07496
Aitken Creek Primary School,Government,Primary,3064,144.90557,-37.58175
Reservoir Views Primary School,Government,Primary,3073,145.02272,-37.70552
Meadows Primary School,Government,Primary,3047,144.92956,-37.68754
Mernda Park Primary School,Government,Primary,3754,145.09694,-37.61403
Sunshine Harvester Primary School,Government,Primary,3020,144.84569,-37.78293
Pakenham Primary School,Government,Primary,3810,145.51084,-38.06394
Alamanda K-9 College,Government,Pri/Sec,3030,144.74133,-37.90824
Whitehorse Primary School,Government,Primary,3130,145.16699,-37.80747
Golden Square Primary School,Government,Primary,3555,144.2573,-36.7706
Lalor Gardens Primary School,Government,Primary,3075,145.00135,-37.66369
Chandler Park Primary School,Government,Primary,3173,145.18048,-37.9924
Keysborough Primary School,Government,Primary,3172,145.15242,-37.98263
Lyndale Greens Primary School,Government,Primary,3175,145.20465,-37.96505
Athol Road Primary School,Government,Primary,3172,145.14997,-37.97105
Springvale Rise Primary School,Government,Primary,3171,145.15904,-37.93926
Spring Parks Primary School,Government,Primary,3171,145.13951,-37.95884
Keilor Views Primary School,Government,Primary,3038,144.80919,-37.71765
Wyndham Park Primary School,Government,Primary,3030,144.67655,-37.88487
Lightning Reef Primary School,Government,Primary,3550,144.26844,-36.73692
Glenroy Central Primary School,Government,Primary,3046,144.92504,-37.70428
William Ruthven Primary School,Government,Primary,3073,145.00278,-37.69667
Newbury Primary School,Government,Primary,3064,144.90955,-37.57099
Dallas Brooks Community Primary School,Government,Primary,3047,144.94185,-37.6703
Horsham Primary School,Government,Primary,3400,142.21515,-36.71138
Wyndham Vale Primary School,Government,Primary,3024,144.60961,-37.89556
Officer Specialist School,Government,Special,3809,145.41131,-38.07079
Epping Primary School,Government,Primary,3076,145.02559,-37.64485
Hazel Glen College,Government,Pri/Sec,3754,145.11937,-37.59755
Tulliallan Primary School,Government,Primary,3977,145.32734,-38.0816
Coolaroo South Primary School,Government,Primary,3048,144.9309,-37.66206
Jacana School for Autism,Government,Special,3047,144.91309,-37.68762
Torquay Coast Primary School,Government,Primary,3228,144.34032,-38.30307
Arnolds Creek Primary School,Government,Primary,3337,144.54286,-37.66636
Wilandra Rise Primary School,Government,Primary,3978,145.31981,-38.10893
South Melbourne Primary School,Government,Primary,3006,144.9535,-37.82935
Barton Primary School,Government,Primary,3977,145.23902,-38.11498
John Henry Primary School,Government,Primary,3810,145.4428,-38.07754
South Melbourne Park Primary School,Government,Primary,3206,144.9627,-37.84054
Bridgewood Primary School,Government,Primary,3809,145.41966,-38.07195
Armstrong Creek School,Government,Primary,3217,144.36731,-38.23261
Hamlyn Views School,Government,Special,3215,144.33237,-38.12528
Aireys Inlet Primary School,Government,Primary,3231,144.10997,-38.45737
Aitken Hill Primary School,Government,Primary,3064,144.90556,-37.60171
Morwell Central Primary School,Government,Primary,3840,146.40764,-38.23167
Ashley Park Primary School,Government,Primary,3754,145.12728,-37.61564
Casey Fields Primary School,Government,Primary,3977,145.29841,-38.12014
Mirripoa Primary School,Government,Primary,3217,144.32848,-38.22492
Keysborough Gardens Primary School,Government,Primary,3173,145.16132,-38.00951
Docklands Primary School,Government,Primary,3008,144.94055,-37.81271
Garrang Wilam Primary School,Government,Primary,3029,144.72505,-37.82878
Aintree Primary School,Government,Primary,3336,144.66623,-37.7238
Deanside Primary School,Government,Primary,3336,144.69701,-37.72176
Gaayip-Yagila Primary School,Government,Primary,3064,144.90909,-37.52861
Riverbend Primary School,Government,Primary,3024,144.62526,-37.87668
Ramlegh Park Primary School,Government,Primary,3978,145.33828,-38.11488
Strathtulloh Primary School,Government,Primary,3338,144.58976,-37.71662
Gilgai Plains Primary School,Government,Primary,3064,144.95825,-37.53243
Willowbank Primary School,Government,Primary,3437,144.6081,-37.50394
Clyde Creek Primary School,Government,Primary,3978,145.33155,-38.12299
Wollert Primary School,Government,Primary,3750,145.02711,-37.61133
Endeavour Hills Specialist School,Government,Special,3802,145.24388,-37.97889
Alvie Primary School,Government,Primary,3249,143.50332,-38.2419
Apollo Bay P-12 College,Government,Pri/Sec,3233,143.66051,-38.75352
Boisdale Consolidated School,Government,Primary,3860,146.97947,-37.87959
Cobram Primary School,Government,Primary,3644,145.6511,-35.92511
Cohuna Consolidated School,Government,Primary,3568,144.21342,-35.80632
Collingwood College,Government,Pri/Sec,3066,144.9905,-37.80298
Dunkeld Consolidated School,Government,Primary,3294,142.34037,-37.63898
East Loddon P-12 College,Government,Pri/Sec,3571,144.14145,-36.37222
Foster Primary School,Government,Primary,3960,146.202,-38.65734
Goroke P-12 College,Government,Pri/Sec,3412,141.48354,-36.71579
Heywood Consolidated School,Government,Primary,3304,141.61292,-38.12752
Kiewa Valley Primary School,Government,Primary,3691,147.03877,-36.25105
Lavers Hill K-12 College,Government,Pri/Sec,3238,143.38305,-38.68184
Lockington Consolidated School,Government,Primary,3563,144.53664,-36.26577
Manangatang P-12 College,Government,Pri/Sec,3546,142.88488,-35.05623
Terang College,Government,Pri/Sec,3264,142.92139,-38.24628
Merino Consolidated School,Government,Primary,3310,141.54831,-37.70637
Rushworth P-12 College,Government,Pri/Sec,3612,145.0144,-36.58332
Macleod College,Government,Pri/Sec,3085,145.07222,-37.72475
Pakenham Consolidated School,Government,Primary,3810,145.46466,-38.06537
Poowong Consolidated School,Government,Primary,3988,145.7697,-38.34248
Port Fairy Consolidated School,Government,Primary,3284,142.22822,-38.38662
Red Hill Consolidated School,Government,Primary,3937,144.99527,-38.36668
Sherbrooke Community School,Government,Pri/Sec,3787,145.34944,-37.86824
Tongala Primary School,Government,Primary,3621,144.95652,-36.25215
Werrimull P-12 School,Government,Pri/Sec,3496,141.59384,-34.39041
Camperdown College,Government,Pri/Sec,3260,143.14544,-38.23973
Timboon P-12 School,Government,Pri/Sec,3268,142.97589,-38.48406
Virtual School Victoria,Government,Pri/Sec,3071,145.0257,-37.76204
Wedderburn College,Government,Pri/Sec,3518,143.61877,-36.41702
Victorian School Of Languages,Government,Pri/Sec,3071,145.02583,-37.76195
Avenues Education,Government,Special,3189,145.03628,-37.93458
Monash Children's Hospital School,Government,Special,3168,145.12425,-37.91938
Mount Erin Secondary College,Government,Secondary,3199,145.14663,-38.17412
Box Hill Senior Secondary College,Government,Secondary,3129,145.11191,-37.80924
Edgars Creek Secondary College,Government,Secondary,3750,145.00507,-37.60949
Elevation Secondary College,Government,Secondary,3064,144.89025,-37.59829
Clyde Secondary College,Government,Secondary,3978,145.33886,-38.12955
Cobden Technical School,Government,Secondary,3266,143.06361,-38.32404
Lyndhurst Secondary College,Government,Secondary,3977,145.27103,-38.07539
Daylesford Secondary College,Government,Secondary,3460,144.15185,-37.33467
Dromana Secondary College,Government,Secondary,3936,145.01358,-38.34264
Grovedale College,Government,Secondary,3216,144.32744,-38.2104
Irymple Secondary College,Government,Secondary,3498,142.1647,-34.23233
Crusoe 7-10 Secondary College,Government,Secondary,3555,144.23367,-36.78865
Peter Lalor Secondary College,Government,Secondary,3075,145.01316,-37.66691
Lilydale Heights College,Government,Secondary,3140,145.34141,-37.74582
Staughton College,Government,Secondary,3338,144.56869,-37.70836
Chaffey Secondary College,Government,Secondary,3500,142.14798,-34.19573
Bentleigh Secondary College,Government,Secondary,3165,145.0598,-37.92736
Mount Clear College,Government,Secondary,3353,143.87667,-37.60796
Rosehill Secondary College,Government,Secondary,3042,144.88618,-37.74668
Northern College of the Arts and Technology,Government,Secondary,3072,145.02537,-37.74007
Swinburne Senior Secondary College,Government,Secondary,3122,145.04082,-37.82314
Victorian College Of The Arts Secondary School,Government,Secondary,3006,144.96477,-37.82823
Brauer Secondary College,Government,Secondary,3280,142.45892,-38.35871
Wyndham Central Secondary College,Government,Secondary,3030,144.65385,-37.88893
Weeroona College Bendigo,Government,Secondary,3550,144.29798,-36.73893
Whittlesea Secondary College,Government,Secondary,3757,145.12018,-37.51505
Alexandra Secondary College,Government,Secondary,3714,145.70148,-37.19449
Auburn High School,Government,Secondary,3123,145.04507,-37.83988
Ballarat High School,Government,Secondary,3350,143.81821,-37.55452
Balwyn High School,Government,Secondary,3104,145.07677,-37.79786
Bayswater Secondary College,Government,Secondary,3153,145.262,-37.83903
Beaufort Secondary College,Government,Secondary,3373,143.38249,-37.43884
Beaumaris Secondary College,Government,Secondary,3193,145.03408,-37.9784
Beechworth Secondary College,Government,Secondary,3747,146.69076,-36.34722
Belmont High School,Government,Secondary,3216,144.33056,-38.17565
Bendigo Senior Secondary College,Government,Secondary,3550,144.27928,-36.7553
Berwick Secondary College,Government,Secondary,3806,145.36544,-38.0314
Blackburn High School,Government,Secondary,3130,145.14989,-37.81037
Outdoor School,Government,Pri/Sec,3699,147.22537,-36.80408
Box Hill High School,Government,Secondary,3128,145.13721,-37.82
Braybrook College,Government,Secondary,3019,144.84754,-37.77826
Brentwood Secondary College,Government,Secondary,3150,145.16634,-37.89951
Brighton Secondary College,Government,Secondary,3187,145.01912,-37.92016
Broadford Secondary College,Government,Secondary,3658,145.04003,-37.20438
Buckley Park College,Government,Secondary,3040,144.89775,-37.74712
Camberwell High School,Government,Secondary,3126,145.07282,-37.83015
Canterbury Girls Secondary College,Government,Secondary,3126,145.0691,-37.82029
Casterton Secondary College,Government,Secondary,3311,141.38749,-37.5888
Cheltenham Secondary College,Government,Secondary,3192,145.06868,-37.95376
Cobram Secondary College,Government,Secondary,3644,145.65412,-35.9136
Cohuna Secondary College,Government,Secondary,3568,144.22642,-35.8135
Cranbourne Secondary College,Government,Secondary,3977,145.28614,-38.10759
Cranbourne West Secondary College,Government,Secondary,3977,145.24651,-38.10672
Croydon Community School,Government,Secondary,3136,145.28126,-37.78935
Mount Alexander 7-12 College,Government,Secondary,3031,144.93324,-37.78215
